SampleID,hsa-mir-4435-1,hsa-mir-1908,hsa-mir-6738,hsa-mir-6873,hsa-mir-6822,hsa-mir-6832,hsa-mir-6825,hsa-mir-3126,hsa-mir-548o,hsa-mir-4446,hsa-mir-1237,hsa-mir-3910-1,hsa-mir-6817,hsa-mir-512-2,hsa-mir-1288,hsa-mir-3175,hsa-mir-4647,hsa-mir-579,hsa-mir-548l,hsa-mir-4492,hsa-mir-3622a,hsa-mir-135a-1,hsa-mir-4536-2,hsa-mir-6783,hsa-mir-6746,hsa-mir-2278,hsa-mir-3183,hsa-mir-4767,hsa-mir-6087,hsa-mir-3680-2,hsa-mir-6764,hsa-mir-488,hsa-mir-4423,hsa-mir-892a,hsa-mir-4762,hsa-mir-6796,hsa-mir-552,hsa-mir-6779,hsa-mir-466,hsa-mir-6799,hsa-mir-3943,hsa-mir-545,hsa-mir-3942,hsa-mir-6736,hsa-mir-4524a,hsa-mir-518b,hsa-mir-519c,hsa-mir-6818,hsa-mir-516a-2,hsa-mir-5708,hsa-mir-6807,hsa-mir-3679,hsa-mir-4687,hsa-mir-6851,hsa-mir-3064,hsa-mir-6844,hsa-mir-6803,hsa-mir-572,hsa-mir-3158-1,hsa-mir-184,hsa-mir-4716,hsa-mir-6788,hsa-mir-1255a,hsa-mir-6515,hsa-mir-5687,hsa-mir-4709,hsa-mir-4757,hsa-mir-519a-1,hsa-mir-6855,hsa-mir-6781,hsa-mir-520g,hsa-mir-6840,hsa-mir-4714,hsa-mir-4645,hsa-mir-7111,hsa-mir-6809,hsa-mir-5188,hsa-mir-6888,hsa-mir-6728,hsa-mir-4727,hsa-mir-3136,hsa-mir-6507,hsa-mir-4791,hsa-mir-937,hsa-mir-548e,hsa-mir-548n,hsa-mir-4638,hsa-mir-585,hsa-mir-4724,hsa-mir-5683,hsa-mir-4755,hsa-mir-487a,hsa-mir-4433a,hsa-mir-548ag-2,hsa-mir-548b,hsa-mir-133a-1,hsa-mir-1228,hsa-mir-4529,hsa-mir-550a-3,hsa-mir-515-1,hsa-mir-124-1,hsa-mir-124-3,hsa-mir-1298,hsa-mir-551b,hsa-mir-4306,hsa-mir-4502,hsa-mir-6890,hsa-mir-4793,hsa-mir-1251,hsa-mir-3125,hsa-mir-513b,hsa-mir-4315-1,hsa-mir-3929,hsa-mir-4526,hsa-mir-320e,hsa-mir-6757,hsa-mir-6853,hsa-mir-6862-2,hsa-mir-548x,hsa-mir-3189,hsa-mir-4512,hsa-mir-302a,hsa-mir-216b,hsa-mir-544b,hsa-mir-548ba,hsa-mir-4734,hsa-mir-4539,hsa-mir-3159,hsa-mir-4695,hsa-mir-888,hsa-mir-555,hsa-mir-3192,hsa-mir-3135a,hsa-mir-4684,hsa-mir-564,hsa-mir-6830,hsa-mir-5094,hsa-mir-4651,hsa-mir-6771,hsa-mir-6508,hsa-mir-6726,hsa-mir-4671,hsa-mir-6776,hsa-mir-3133,hsa-mir-6881,hsa-mir-3688-1,hsa-mir-6780a,hsa-mir-4743,hsa-mir-513a-1,hsa-mir-4785,hsa-mir-6857,hsa-mir-4730,hsa-mir-3918,hsa-mir-6869,hsa-mir-4436b-1,hsa-mir-4705,hsa-mir-6824,hsa-mir-1224,hsa-mir-3910-2,hsa-mir-4799,hsa-mir-7114,hsa-mir-4795,hsa-mir-4678,hsa-mir-6816,hsa-mir-7851,hsa-mir-6784,hsa-mir-346,hsa-mir-662,hsa-mir-6804,hsa-mir-4754,hsa-mir-6767,hsa-mir-3191,hsa-mir-4731,hsa-mir-514b,hsa-mir-4740,hsa-mir-6860,hsa-mir-4779,hsa-mir-622,hsa-mir-6831,hsa-mir-922,hsa-mir-6836,hsa-mir-668,hsa-mir-3146,hsa-mir-521-2,hsa-mir-6762,hsa-mir-374c,hsa-mir-6715a,hsa-mir-489,hsa-mir-4435-2,hsa-mir-373,hsa-mir-3154,hsa-mir-1286,hsa-mir-5690,hsa-mir-518a-2,hsa-mir-6782,hsa-mir-6747,hsa-mir-3199-1,hsa-mir-490,hsa-mir-4796,hsa-mir-4747,hsa-mir-3911,hsa-mir-6505,hsa-mir-4729,hsa-mir-4792,hsa-mir-3150a,hsa-mir-1289-1,hsa-mir-7977,hsa-mir-765,hsa-mir-1226,hsa-mir-6785,hsa-mir-3180-4,hsa-mir-3139,hsa-mir-3941,hsa-mir-4286,hsa-mir-7161,hsa-mir-1283-1,hsa-mir-4680,hsa-mir-6761,hsa-mir-548k,hsa-mir-3609,hsa-mir-4717,hsa-mir-4732,hsa-mir-4426,hsa-mir-4690,hsa-mir-3618,hsa-mir-6895,hsa-mir-3121,hsa-mir-6789,hsa-mir-4431,hsa-mir-499b,hsa-mir-4669,hsa-mir-4442,hsa-mir-519b,hsa-mir-6717,hsa-mir-1262,hsa-mir-580,hsa-mir-5698,hsa-mir-3650,hsa-mir-7974,hsa-mir-3684,hsa-mir-605,hsa-mir-378g,hsa-mir-1911,hsa-mir-548aq,hsa-mir-5691,hsa-mir-6084,hsa-mir-3926-2,hsa-mir-6866,hsa-mir-6773,hsa-mir-6758,hsa-mir-6733,hsa-mir-329-1,hsa-mir-7109,hsa-mir-4433b,hsa-mir-4710,hsa-mir-3936,hsa-mir-4458,hsa-mir-7151,hsa-mir-7845,hsa-mir-548j,hsa-mir-4639,hsa-mir-614,hsa-mir-934,hsa-mir-4691,hsa-mir-198,hsa-mir-6847,hsa-mir-6871,hsa-mir-3188,hsa-mir-4520-1,hsa-mir-1258,hsa-mir-6787,hsa-mir-1913,hsa-mir-320c-2,hsa-mir-6812,hsa-mir-3128,hsa-mir-4771-1,hsa-mir-612,hsa-mir-4752,hsa-mir-138-2,hsa-mir-548v,hsa-mir-4482,hsa-mir-1227,hsa-mir-4738,hsa-mir-4726,hsa-mir-6511b-2,hsa-mir-1278,hsa-mir-656,hsa-mir-3129,hsa-mir-935,hsa-mir-6874,hsa-mir-1538,hsa-mir-3194,hsa-mir-4701,hsa-mir-5008,hsa-mir-5693,hsa-mir-4511,hsa-mir-518a-1,hsa-mir-4430,hsa-mir-3662,hsa-mir-1292,hsa-mir-3117,hsa-mir-6772,hsa-mir-190b,hsa-mir-4771-2,hsa-mir-1193,hsa-mir-7850,hsa-mir-4478,hsa-mir-6882,hsa-mir-6794,hsa-mir-3656,hsa-mir-3152,hsa-mir-3692,hsa-mir-517a,hsa-mir-1260b,hsa-mir-301b,hsa-mir-1185-1,hsa-mir-4786,hsa-mir-607,hsa-mir-4466,hsa-mir-6751,hsa-mir-6513,hsa-mir-3927,hsa-mir-4768,hsa-mir-4725,hsa-mir-2276,hsa-mir-6815,hsa-mir-770,hsa-mir-4517,hsa-mir-6867,hsa-mir-4787,hsa-mir-618,hsa-mir-1270,hsa-mir-550a-1,hsa-mir-518e,hsa-mir-1303,hsa-mir-4723,hsa-mir-5087,hsa-mir-6763,hsa-mir-3691,hsa-mir-6739,hsa-mir-4773-1,hsa-mir-4802,hsa-mir-636,hsa-mir-665,hsa-mir-372,hsa-mir-2117,hsa-mir-2467,hsa-mir-7641-1,hsa-mir-522,hsa-mir-3944,hsa-mir-6729,hsa-mir-561,hsa-mir-7976,hsa-mir-4522,hsa-mir-4676,hsa-mir-3928,hsa-mir-1257,hsa-mir-6754,hsa-mir-6862-1,hsa-mir-4488,hsa-mir-3651,hsa-mir-5579,hsa-mir-1306,hsa-mir-5680,hsa-mir-6805,hsa-mir-498,hsa-mir-6749,hsa-mir-6802,hsa-mir-6820,hsa-mir-1468,hsa-mir-1250,hsa-mir-6735,hsa-mir-652,hsa-mir-515-2,hsa-mir-3919,hsa-mir-4457,hsa-mir-3657,hsa-mir-449a,hsa-mir-3202-1,hsa-mir-3198-2,hsa-mir-378d-2,hsa-mir-4525,hsa-mir-518f,hsa-mir-589,hsa-mir-548d-1,hsa-mir-376a-1,hsa-mir-181c,hsa-mir-4519,hsa-mir-4777,hsa-mir-939,hsa-mir-3680-1,hsa-mir-7702,hsa-mir-1295a,hsa-mir-320d-1,hsa-mir-639,hsa-mir-6727,hsa-mir-7846,hsa-mir-4434,hsa-mir-329-2,hsa-mir-151b,hsa-mir-2115,hsa-mir-4452,hsa-mir-891a,hsa-mir-9-1,hsa-mir-135a-2,hsa-mir-548ao,hsa-mir-548ay,hsa-mir-7854,hsa-mir-520d,hsa-mir-6827,hsa-mir-30c-2,hsa-mir-320c-1,hsa-mir-4670,hsa-mir-548aw,hsa-mir-506,hsa-mir-4750,hsa-mir-320b-2,hsa-mir-107,hsa-mir-483,hsa-mir-933,hsa-mir-3690-1,hsa-mir-3619,hsa-mir-6886,hsa-mir-541,hsa-mir-4776-1,hsa-mir-219a-1,hsa-mir-520b,hsa-mir-130a,hsa-mir-5696,hsa-mir-3158-2,hsa-mir-524,hsa-mir-5706,hsa-mir-378i,hsa-mir-1285-1,hsa-mir-744,hsa-mir-3173,hsa-mir-138-1,hsa-mir-3677,hsa-mir-4722,hsa-mir-320a,hsa-mir-450a-1,hsa-mir-664a,hsa-mir-193a,hsa-mir-186,hsa-mir-873,hsa-mir-299,hsa-mir-1245a,hsa-mir-296,hsa-mir-4706,hsa-mir-4637,hsa-mir-3682,hsa-mir-4772,hsa-mir-516a-1,hsa-mir-4659a,hsa-mir-516b-1,hsa-mir-7706,hsa-mir-4700,hsa-mir-4766,hsa-mir-627,hsa-mir-208b,hsa-mir-4741,hsa-mir-1246,hsa-mir-29b-1,hsa-mir-5703,hsa-mir-577,hsa-mir-6878,hsa-mir-654,hsa-mir-23a,hsa-mir-509-1,hsa-mir-1295b,hsa-mir-1247,hsa-mir-6774,hsa-mir-371a,hsa-mir-556,hsa-let-7i,hsa-mir-29a,hsa-mir-485,hsa-mir-1-2,hsa-mir-664b,hsa-mir-1291,hsa-mir-1245b,hsa-mir-4469,hsa-mir-301a,hsa-mir-4713,hsa-mir-3200,hsa-mir-5699,hsa-mir-26b,hsa-mir-520f,hsa-mir-3652,hsa-mir-6720,hsa-mir-6499,hsa-mir-196a-1,hsa-mir-675,hsa-mir-4521,hsa-mir-513a-2,hsa-mir-23b,hsa-mir-6777,hsa-mir-6868,hsa-mir-550a-2,hsa-mir-338
TCGA-CV-7424,3.792061e+00,-4.709821e-01,-2.425000e-01,2.640223e+00,-2.975756e-01,-3.638743e-01,1.735158e+00,1.523109e+00,-9.725734e-01,-5.132274e-01,-6.348650e-01,3.397105e+00,-3.256649e-01,-8.444134e-02,-2.383292e-01,-2.987826e-01,-4.506076e-01,3.262058e-01,-5.928544e-01,-5.945704e-01,-5.057492e-01,6.719338e-02,6.004079e-01,-9.116788e-01,-3.575075e-01,-6.020072e-01,-4.630865e-01,-3.717949e-01,1.033636e+00,2.098929e-01,2.353773e-01,-2.488450e-01,-4.597003e-01,-2.887737e-01,-9.013230e-01,-3.587095e-01,-5.113731e-01,-4.784939e-01,3.039957e+00,-3.854804e-01,-3.028810e-01,1.389989e+00,-8.689266e-01,-4.837611e-01,-4.897920e-01,-1.061594e-01,-7.493156e-02,6.393373e-01,-1.115517e-01,-2.953501e-01,2.551526e-01,-5.593990e-01,-7.493399e-01,-5.016027e-01,-3.746008e-01,3.886393e-01,-7.160379e-01,-4.065273e-01,7.869362e-01,-2.529870e-01,-3.172197e-01,-4.513420e-01,-9.841383e-03,4.535861e-01,-6.290274e-01,-1.700741e-02,-5.007809e-01,-1.372105e-01,-5.486405e-01,-7.111579e-01,-1.229372e-01,1.165387e+00,5.107145e-01,-2.197956e-01,-3.992777e-01,-2.989850e-01,-3.835661e-01,1.209697e+00,-3.403909e-01,-7.174215e-01,6.550200e-01,2.587532e+00,-6.381151e-01,-3.969331e-01,-7.585420e-01,-3.813044e-01,-6.571168e-01,-3.843625e-01,-6.843514e-01,6.540112e-01,2.793816e-01,-2.094615e-01,-2.694700e-01,-3.728006e-01,-1.907841e-02,-4.107274e-01,2.346455e-01,4.554030e-01,1.024181e-02,-1.148606e-01,-8.308984e-02,-8.441179e-02,-2.872977e-01,1.189472e+00,-4.135561e-01,-3.142536e-01,-2.179846e-01,-3.392404e-01,-1.039143e-01,-3.936278e-01,7.857891e+00,-2.094054e-01,-3.392404e-01,-2.548368e-01,-3.882410e-01,-3.019729e-01,-3.857940e-01,-2.579858e-01,-2.293097e-01,-2.756822e-01,-2.425000e-01,3.004325e+00,-4.674588e-01,-2.873723e-01,-2.400682e-01,1.442665e+00,2.882506e+00,-3.079962e-01,-2.832364e-01,-2.413235e-01,1.617154e+00,-5.040353e-01,2.882506e+00,-4.405510e-01,-3.325721e-01,-2.607941e-01,3.187970e+00,1.421452e+00,-3.023659e-01,-3.302850e-01,-6.148605e-01,2.938068e+00,-3.783075e-01,4.554036e+00,-2.486868e-01,-3.759728e-01,2.889648e+00,-3.896076e-01,6.233188e+00,2.383539e-02,-3.013367e-01,-2.326427e-01,-4.523891e-01,-3.081969e-01,-3.114959e-01,-2.486868e-01,1.229619e+00,3.980073e-01,-3.390136e-01,-3.325721e-01,-3.892397e-01,-3.994182e-01,-3.497155e-01,-3.045845e-01,-3.045845e-01,-3.203400e-01,-5.111067e-01,-2.149757e-01,-3.878078e-01,1.234871e+00,-4.733486e-01,1.321360e+00,2.927858e+00,3.188635e+00,1.026379e+00,-3.968411e-01,-2.713732e-01,-2.326427e-01,-2.326427e-01,-2.326427e-01,-3.835661e-01,-4.077032e-01,1.397820e+00,-8.433718e-02,-4.386006e-01,-2.358851e-01,-3.112910e-01,-5.845221e-01,7.216740e-01,-1.849967e-01,-5.380499e-01,-3.504437e-01,1.523371e-02,-7.331779e-02,-3.040385e-01,2.871221e-01,-8.195790e-01,-3.230877e-01,-4.239119e-01,-2.953501e-01,3.221367e-01,-3.504437e-01,-2.729035e-01,-3.392404e-01,-5.348299e-01,-3.017241e-01,-2.169199e-01,-7.024622e-01,-7.152734e-01,-3.149704e-01,-3.854804e-01,-3.797345e-01,-2.075973e-01,-5.413261e-01,-2.367834e-01,-1.402440e-01,-6.125172e-01,-7.220460e-01,-4.230166e-01,1.417622e+00,6.319548e-01,-6.420563e-01,-3.203400e-01,-6.106456e-01,-6.457122e-01,-3.772658e-01,-2.729035e-01,-3.295029e-01,-2.658390e-01,-2.832364e-01,-3.686299e-01,-8.401511e-01,-1.196059e-01,-3.956448e-01,-9.882628e-01,1.538260e+00,-2.320650e-02,-2.492319e-01,-4.986590e-01,7.938611e-01,1.153365e+00,-2.392737e-01,8.748174e-02,5.349010e+00,-2.252032e-01,-3.650724e-01,2.120477e-01,-2.729035e-01,-4.431797e-01,-3.725867e-01,1.020016e-01,3.056558e-02,-3.321542e-01,-3.614343e-01,-3.850487e-01,-3.728006e-01,-2.029594e-01,-3.237068e-01,3.033876e-01,-3.003231e-01,-3.013367e-01,-3.057724e-01,-1.936784e-01,-6.017409e-01,1.719887e+00,-4.056760e-01,-5.061643e-01,1.610741e-01,-4.726786e-01,2.314497e+00,-4.199379e-01,-2.689801e-01,-7.681626e-01,1.862974e+00,-3.660306e-01,-3.672155e-01,-3.190060e-02,-3.859508e-01,7.231253e-01,4.540664e+00,-3.436777e-01,-6.418276e-01,-7.117247e-01,3.033876e-01,4.843700e-01,-3.237068e-01,6.913413e-01,1.949190e-01,-3.671011e-01,1.083865e+00,-8.971317e-01,-6.867913e-01,-2.636249e-01,-3.317970e-01,-2.503195e-01,-4.214448e-01,-6.175300e-02,-2.475938e-01,-7.242026e-02,-9.776839e-01,-6.012645e-01,-5.893562e-01,-4.121552e-01,-3.656462e-01,2.269783e+00,-5.820869e-01,-2.953501e-01,-5.606661e-01,-2.240054e-01,-2.619015e-01,2.488651e+00,-2.240054e-01,-1.028466e-01,-5.546209e-01,3.358251e-01,-4.340847e-01,1.527896e-01,-8.199849e-01,-3.399022e-01,-4.490776e-01,-7.557864e-01,-3.622384e-01,-5.626883e-01,-5.062016e-01,-4.005114e-01,1.581700e+00,-3.258444e-01,1.703936e+00,-3.149704e-01,-2.166365e-01,2.371466e-01,9.297395e-02,-1.003550e-01,-8.345889e-02,-2.624675e-01,-3.896076e-01,-3.672155e-01,-5.455183e-01,-4.057502e-01,4.208700e+00,-5.904991e-01,4.780316e-01,1.969965e+00,1.167270e+00,-2.174448e-01,-4.165692e-01,-3.195338e-01,1.341685e+00,-8.277196e-02,-1.906896e-01,-2.827956e-01,-5.651078e-01,1.230638e+00,2.784542e-01,-7.733847e-01,2.622816e-01,-2.987826e-01,-4.951749e-01,-2.179846e-01,-1.994209e-01,1.613915e+00,-1.427117e-01,1.332711e+00,-4.187815e-01,-6.653633e-01,-8.596055e-02,-4.784494e-01,-9.499234e-01,-4.914113e-01,3.156447e+00,-5.672531e-01,-6.120249e-01,-4.824617e-01,-1.138100e-01,-2.450848e-01,-2.450848e-01,-2.684125e-01,-6.416852e-02,1.928044e+00,-5.408743e-01,-7.980558e-01,4.553343e+00,-6.617496e-02,1.065302e+00,-5.365411e-01,-1.264785e-01,1.503309e+00,-5.100017e-01,2.538307e-01,5.255058e-01,-9.435476e-01,-6.257491e-01,-2.053430e-01,-7.828845e-01,6.448627e-02,-4.215456e-01,-1.020317e-01,-6.246865e-01,5.289169e-01,-3.607270e-01,-6.310291e-01,-2.240054e-01,7.199812e-01,6.757904e-01,-2.346360e-01,-2.627907e-01,-3.511971e-01,1.154452e+00,-7.958711e-02,-3.427984e-01,5.745595e-01,-7.435097e-01,-3.221358e-01,4.120544e-01,5.934954e+00,-2.450848e-01,-3.201683e-01,-3.106652e-01,3.295028e-01,-3.216626e-01,8.054730e-02,-7.264998e-01,-4.522801e-01,-1.408546e-01,-3.142144e-01,-3.238124e-02,-8.907955e-02,1.470466e+00,1.068950e+00,-7.373083e-01,-8.211788e-02,-3.192124e-01,-5.104715e-01,-2.240054e-01,-4.793802e-01,1.311060e+00,6.735097e-01,-8.605515e-01,-3.892397e-01,-5.175770e-01,5.014804e-01,1.124558e+00,-5.883012e-01,5.408626e-01,-4.695316e-01,-1.996372e-01,4.644366e-01,2.552850e-02,-2.240054e-01,-2.684125e-01,-8.434994e-01,-2.765063e-01,-1.152216e-01,-4.771009e-01,-1.138252e-01,3.448073e-01,-4.825850e-01,9.429339e-01,-9.985225e-01,-3.051949e-01,-7.871618e-01,1.714845e-02,7.058665e-01,-7.129569e-01,1.243868e+00,-2.650460e-01,-3.964712e-01,-3.729056e-01,1.035884e+01,8.119472e-02,-6.079267e-01,-4.429392e-01,-9.592809e-02,-1.721831e-01,1.123335e+00,-4.092315e-01,2.288080e-01,-4.165567e-01,9.642840e-01,7.852045e-01,8.974013e-01,-4.887049e-01,8.445834e-01,2.998605e-03,1.735205e+00,-1.579876e-01,-2.251296e-01,-7.852560e-02,-2.727927e-01,-9.977595e-03,-6.343899e-01,-1.633164e-01,-3.773797e-01,-4.647295e-01,6.680274e+00,2.268815e-01,-7.494621e-01,-5.881286e-01,-1.991688e-01,1.485454e-01
TCGA-CV-7100,-4.822051e-01,-4.709821e-01,-2.425000e-01,-2.851441e-01,-2.975756e-01,-3.638743e-01,-3.729067e-01,-5.450342e-01,-9.725734e-01,1.562159e+00,5.453874e-01,-3.896076e-01,-3.256649e-01,-7.408709e-02,-2.383292e-01,-2.987826e-01,8.915248e-01,7.872211e-01,-5.928544e-01,2.207563e-01,-5.057492e-01,-3.050579e-01,-6.224817e-01,7.246173e-01,-3.575075e-01,-6.020072e-01,1.247246e+00,-3.717949e-01,-4.124104e-01,-7.591126e-01,2.353773e-01,-2.488450e-01,-4.597003e-01,-2.887737e-01,-1.980372e-01,-3.587095e-01,-5.113731e-01,-4.784939e-01,-3.554789e-01,-3.854804e-01,-3.028810e-01,2.946973e-02,-4.297064e-01,-4.837611e-01,-4.897920e-01,-8.176607e-02,-7.493156e-02,-5.904991e-01,-1.115517e-01,-2.953501e-01,-6.283132e-01,-5.593990e-01,-3.902272e-01,1.008658e+00,-9.922462e-01,-4.147420e-01,2.467898e-01,-4.065273e-01,1.600299e+00,-2.357858e-01,-3.172197e-01,1.565138e+00,4.445025e-01,-6.886261e-01,2.765270e+00,2.970628e-01,-5.007809e-01,-1.255661e-01,-5.486405e-01,-7.111579e-01,-1.229372e-01,-4.016624e-01,1.095293e+00,4.210820e-01,-3.992777e-01,-2.989850e-01,-3.835661e-01,-3.859508e-01,-3.403909e-01,-7.174215e-01,-5.118002e-01,-3.742299e-01,-3.107857e-01,-3.358665e-01,4.285548e-01,-3.813044e-01,-7.040537e-03,6.272139e-01,-6.843514e-01,-1.237542e-01,2.793816e-01,2.227235e-01,-2.694700e-01,-3.728006e-01,-3.493735e-01,-4.030165e-01,-7.653053e-01,-1.003090e-01,3.065452e+00,-1.148606e-01,-8.308984e-02,-8.441179e-02,-2.872977e-01,-1.664281e-01,-4.135561e-01,-3.142536e-01,-2.179846e-01,-3.392404e-01,-1.039143e-01,-3.936278e-01,-1.538721e-01,-2.094054e-01,-3.392404e-01,-2.548368e-01,-3.882410e-01,-3.019729e-01,-3.857940e-01,-2.579858e-01,-2.293097e-01,4.815249e+00,-2.425000e-01,-2.087948e-01,-4.674588e-01,-2.873723e-01,-2.400682e-01,-3.904460e-01,-2.486868e-01,2.061863e+00,-2.832364e-01,-2.413235e-01,-3.304619e-01,4.255662e+00,-2.486868e-01,-4.405510e-01,-3.325721e-01,-2.607941e-01,-4.114907e-01,-4.535109e-01,-3.023659e-01,-3.302850e-01,1.424856e+00,-2.410134e-01,-3.783075e-01,-3.735732e-01,-2.486868e-01,2.164136e+00,-2.248753e-01,-3.896076e-01,-1.616012e-01,2.383539e-02,-3.013367e-01,-2.326427e-01,-4.523891e-01,-3.081969e-01,2.770089e+00,-2.486868e-01,-4.158131e-01,-1.090859e-01,1.151570e+00,-3.325721e-01,-3.892397e-01,-3.994182e-01,-3.497155e-01,2.820227e+00,-3.045845e-01,-3.203400e-01,-5.111067e-01,-2.149757e-01,-3.878078e-01,1.234871e+00,-4.733486e-01,-8.359098e-01,-2.904621e-01,-1.245008e-01,1.026379e+00,-3.968411e-01,3.684962e+00,-2.326427e-01,-2.326427e-01,-2.326427e-01,-3.835661e-01,-4.077032e-01,-3.864940e-01,-8.433718e-02,2.936187e+00,-2.358851e-01,-3.112910e-01,-5.845221e-01,7.216740e-01,-1.849967e-01,4.622174e-01,-3.504437e-01,1.523371e-02,-7.331779e-02,-3.040385e-01,-6.947647e-01,-8.195790e-01,-3.230877e-01,-4.239119e-01,2.183800e+00,1.330407e+00,-3.504437e-01,-2.729035e-01,-3.392404e-01,-5.348299e-01,-3.017241e-01,-2.169199e-01,-7.024622e-01,-7.152734e-01,-3.149704e-01,-3.854804e-01,-3.797345e-01,1.540659e-01,9.144732e-01,-2.367834e-01,-1.402440e-01,-6.125172e-01,-1.033583e+00,5.819736e-02,1.417622e+00,6.319548e-01,-3.227572e-01,-3.203400e-01,-6.106456e-01,-6.457122e-01,-3.772658e-01,-2.729035e-01,-3.295029e-01,-2.658390e-01,-2.832364e-01,-3.686299e-01,3.119373e-01,-1.196059e-01,-3.956448e-01,1.483510e+00,-6.786911e-01,-2.320650e-02,-2.492319e-01,-6.899727e-01,1.403001e+00,-7.541232e-02,-2.392737e-01,-3.204718e-01,3.427252e+00,-2.252032e-01,-3.650724e-01,5.515692e-01,-2.729035e-01,-4.431797e-01,-3.725867e-01,6.453561e-01,8.002625e-01,-3.321542e-01,5.057105e-02,2.216378e+00,-3.728006e-01,-2.029594e-01,-3.237068e-01,1.328246e+00,-1.002344e+00,-3.013367e-01,-3.057724e-01,-2.465866e-01,3.242715e-01,-3.335989e-01,-4.056760e-01,-5.061643e-01,-6.807662e-01,-4.726786e-01,8.640092e-01,-4.199379e-01,-2.689801e-01,-7.681626e-01,-3.806947e-01,-3.660306e-01,-3.672155e-01,1.644653e-01,-3.859508e-01,-3.488472e-01,-8.768404e-01,-3.436777e-01,-6.418276e-01,2.315659e-01,-7.214705e-01,-1.072132e+00,2.313551e+00,-6.478303e-01,-2.476430e-01,-4.928735e-01,1.929729e-01,-8.971317e-01,3.109998e-02,-2.636249e-01,-7.533924e-01,-2.503195e-01,-4.214448e-01,-7.402386e-02,-2.475938e-01,4.786900e-01,-9.776839e-01,5.844612e-03,-5.893562e-01,-8.616316e-01,-3.656462e-01,-2.756822e-01,1.063200e+00,-2.953501e-01,-5.606661e-01,-2.240054e-01,2.425014e+00,-4.784494e-01,-2.240054e-01,-1.173372e-01,1.075773e-01,-5.862145e-01,3.197803e-01,3.376049e-01,4.560590e-01,-3.399022e-01,-4.490776e-01,1.138809e+00,-3.622384e-01,5.048779e-01,-5.062016e-01,-4.005114e-01,2.251530e-02,-3.258444e-01,-5.085185e-01,-3.149704e-01,-2.166365e-01,-4.654161e-01,-4.968074e-01,2.037979e+00,-8.345889e-02,-2.624675e-01,-3.896076e-01,-3.672155e-01,-5.455183e-01,-7.659835e-01,-3.631035e-01,6.393373e-01,-5.405435e-01,1.969965e+00,1.167270e+00,5.509913e-02,-4.165692e-01,-3.195338e-01,-1.551553e-02,-7.142436e-02,-1.906896e-01,2.418390e+00,-5.651078e-01,-6.070261e-01,2.784542e-01,2.018546e-01,-1.861875e-01,-2.987826e-01,-4.951749e-01,-2.179846e-01,1.773422e+00,-2.343722e-01,-1.427117e-01,1.029405e+00,1.049604e+00,-6.653633e-01,-8.596055e-02,-4.784494e-01,-9.499234e-01,1.461446e-02,6.926616e-01,-5.672531e-01,-6.120249e-01,-2.413454e-01,-1.138100e-01,-2.450848e-01,-2.450848e-01,-2.684125e-01,-1.659320e-01,-3.445866e-01,4.853050e-01,-4.283878e-01,-6.243089e-01,-8.459754e-02,2.649206e-01,-5.365411e-01,-5.713615e-01,-8.206626e-01,-5.100017e-01,-8.034790e-01,-4.514412e-01,-9.435476e-01,4.116922e-01,-4.403844e-01,1.579355e-01,3.952769e-01,-4.215456e-01,-7.913680e-01,-6.246865e-01,5.289169e-01,-6.329924e-01,8.732314e-01,-2.240054e-01,-2.410822e-01,-2.690928e-01,-2.346360e-01,-2.627907e-01,1.965031e+00,-6.975746e-01,-7.958711e-02,-3.427984e-01,-4.045075e-02,4.538867e-01,-3.221358e-01,-6.070445e-01,-1.640111e-01,-2.450848e-01,-1.293418e-01,-3.337596e-01,-5.527423e-01,-3.216626e-01,-2.541267e-01,2.797024e-01,-4.522801e-01,2.391785e-01,-3.142144e-01,8.261367e-02,-8.907955e-02,1.121387e-01,-8.705644e-01,1.030955e+00,-8.211788e-02,2.199451e-01,-5.104715e-01,-2.240054e-01,-4.590149e-01,2.265498e+00,-6.816636e-01,2.091145e-02,-3.892397e-01,-2.419451e-01,8.977302e-02,-9.346976e-01,-4.716072e-01,-5.273172e-01,-4.695316e-01,1.747308e-01,3.095001e-01,-3.280412e-01,-2.240054e-01,-2.684125e-01,1.501490e-01,2.620251e+00,-1.152216e-01,-4.771009e-01,-1.138252e-01,2.370064e-01,1.036461e+00,-3.229434e-01,-1.368691e-01,-3.051949e-01,1.165469e+00,1.714845e-02,-7.064577e-01,3.032818e-01,8.350936e-01,-2.650460e-01,1.289651e-01,-1.282460e+00,-1.666576e-01,-1.964712e-01,-4.962344e-01,-4.429392e-01,-9.592809e-02,7.722666e-01,-3.936523e-01,-1.813165e-01,-7.053849e-02,-4.161819e-01,-5.783134e-01,-4.384335e-01,-4.319044e-01,9.362556e-01,-4.595312e-01,1.664226e+00,-5.497272e-01,-1.057218e+00,-1.561010e-01,-6.883670e-02,-1.359022e-01,-5.364145e-01,-1.024201e-02,-8.402744e-01,-4.385837e-01,6.719599e-01,-1.757315e-01,-9.196128e-01,-3.532770e-01,-5.881286e-01,1.587281e+00,-7.559317e-02
