hsa-mir-4747
hsa-mir-5094
hsa-mir-527
hsa-mir-518f
hsa-mir-6889
hsa-mir-6795
hsa-mir-516a-1
hsa-mir-519b
hsa-mir-4750
hsa-mir-6499
hsa-mir-519d
hsa-mir-4524a
hsa-mir-770
hsa-mir-665
hsa-mir-518a-1
hsa-mir-7151
hsa-mir-519a-2
hsa-mir-6805
hsa-mir-4795
hsa-mir-6751
hsa-mir-521-1
hsa-mir-1269a
hsa-mir-524
hsa-mir-559
hsa-mir-5695
hsa-mir-4522
hsa-mir-4773-1
hsa-mir-4636
hsa-mir-4451
hsa-mir-4691
hsa-mir-6084
hsa-mir-4647
hsa-mir-578
hsa-mir-5003
hsa-mir-4315-1
hsa-mir-4664
hsa-mir-512-1
hsa-mir-6749
hsa-mir-1250
hsa-mir-211
hsa-mir-515-2
hsa-mir-4433b
hsa-mir-4469
hsa-mir-513c
hsa-mir-7854
hsa-mir-6844
hsa-mir-1276
hsa-mir-548aw
hsa-mir-3194
hsa-mir-520d
hsa-mir-487b
hsa-mir-617
hsa-mir-3936
hsa-mir-6782
hsa-mir-3128
hsa-mir-154
hsa-mir-1289-1
hsa-mir-5189
hsa-mir-6840
hsa-mir-4431
hsa-mir-498
hsa-mir-6808
hsa-mir-4470
hsa-mir-6833
hsa-mir-517b
hsa-mir-6834
hsa-mir-4804
hsa-mir-525
hsa-mir-518e
hsa-mir-6758
hsa-mir-7978
hsa-mir-320d-2
hsa-mir-548ba
hsa-mir-124-2
hsa-mir-6780a
hsa-mir-346
hsa-mir-3919
hsa-mir-5193
hsa-mir-3166
hsa-mir-6502
hsa-mir-612
hsa-mir-548ax
hsa-mir-4785
hsa-mir-6774
hsa-mir-3160-2
hsa-mir-95
hsa-mir-3151
hsa-mir-7976
hsa-mir-639
hsa-mir-449b
hsa-mir-6879
hsa-mir-5187
hsa-mir-4421
hsa-mir-1285-1
hsa-mir-376c
hsa-mir-4742
hsa-mir-219a-2
hsa-mir-548ay
hsa-mir-4781
hsa-mir-369
hsa-mir-216b
hsa-mir-516a-2
hsa-mir-5694
hsa-mir-515-1
hsa-mir-1293
hsa-mir-3681
hsa-mir-4632
hsa-mir-5009
hsa-mir-3190
hsa-mir-519a-1
hsa-mir-3920
hsa-mir-6715b
hsa-mir-6754
hsa-mir-513b
hsa-mir-380
hsa-mir-3661
hsa-mir-6855
hsa-mir-490
hsa-mir-6817
hsa-mir-3183
hsa-mir-20b
hsa-mir-4519
hsa-mir-4444-1
hsa-mir-6761
hsa-mir-323a
hsa-mir-6885
hsa-mir-6726
hsa-mir-5188
hsa-mir-6820
hsa-mir-6750
hsa-mir-3159
hsa-mir-3618
hsa-mir-514b
hsa-mir-4662b
hsa-mir-520h
hsa-mir-320c-1
hsa-mir-6854
hsa-mir-412
hsa-mir-1301
hsa-mir-548s
hsa-mir-34a
hsa-mir-6748
hsa-mir-3125
hsa-mir-4649
hsa-mir-520c
hsa-mir-377
hsa-mir-5090
hsa-mir-16-1
hsa-mir-1538
hsa-mir-323b
hsa-mir-4654
hsa-mir-6772
hsa-mir-3942
hsa-mir-3690-1
hsa-mir-3944
hsa-mir-3611
hsa-mir-6871
hsa-mir-3691
hsa-mir-193a
hsa-mir-3195
hsa-mir-329-2
hsa-mir-4474
hsa-mir-18a
hsa-mir-676
hsa-mir-6825
hsa-mir-3161
hsa-mir-128-2
hsa-mir-4724
hsa-mir-1243
hsa-mir-5010
hsa-mir-7-2
hsa-mir-135a-2
hsa-mir-548y
hsa-mir-7844
hsa-mir-627
hsa-mir-1910
hsa-mir-1323
hsa-mir-4645
hsa-mir-30c-1
hsa-mir-210
hsa-mir-2116
hsa-mir-6125
hsa-mir-101-2
hsa-mir-3130-2
hsa-mir-28
hsa-mir-3619
hsa-mir-3192
hsa-mir-4762
hsa-mir-5586
hsa-mir-6812
hsa-mir-3940
hsa-mir-455
hsa-mir-3143
hsa-mir-548a-3
hsa-mir-6869
hsa-mir-506
hsa-mir-146a
hsa-mir-6826
hsa-mir-488
hsa-mir-5091
hsa-mir-147b
hsa-mir-449a
hsa-mir-6730
hsa-mir-4797
hsa-mir-508
hsa-mir-671
hsa-mir-550a-1
hsa-mir-299
hsa-mir-636
hsa-mir-556
hsa-mir-4753
hsa-mir-4786
hsa-mir-4685
hsa-mir-4714
hsa-mir-502
hsa-mir-592
hsa-mir-6888
hsa-mir-4717
hsa-mir-100
hsa-mir-548ag-2
hsa-mir-3180-4
hsa-mir-4792
hsa-mir-19b-1
hsa-mir-6503
hsa-mir-30d
hsa-mir-6756
hsa-mir-581
hsa-mir-205
hsa-mir-4659b
hsa-mir-1468
hsa-mir-514a-1
hsa-mir-6837
hsa-mir-7113
hsa-mir-190b
hsa-mir-4678
hsa-mir-548v
hsa-mir-5006
hsa-mir-137
hsa-mir-505
hsa-mir-7155
hsa-mir-769
hsa-mir-4487
hsa-mir-3622a
hsa-mir-130b
hsa-mir-1197
hsa-mir-6743
hsa-mir-4488
hsa-mir-874
hsa-mir-133a-1
hsa-mir-363
hsa-mir-4700
hsa-mir-7110
hsa-mir-548t
hsa-mir-4741
hsa-mir-4770
hsa-mir-25
hsa-mir-133a-2
hsa-mir-548az
hsa-mir-223
hsa-mir-624
hsa-mir-3187
hsa-mir-652
hsa-mir-6731
hsa-mir-6853
hsa-mir-320e
hsa-mir-496
hsa-mir-5690
hsa-mir-4658
hsa-mir-4746
hsa-mir-19b-2
hsa-mir-4732
hsa-mir-105-1
hsa-mir-605
hsa-mir-664a
hsa-mir-5581
hsa-mir-6511b-2
hsa-mir-576
hsa-mir-1180
hsa-mir-642a
hsa-mir-6797
hsa-mir-181a-2
hsa-mir-9-3
hsa-mir-135b
