SampleID,hsa-mir-4747,hsa-mir-5094,hsa-mir-527,hsa-mir-518f,hsa-mir-6889,hsa-mir-6795,hsa-mir-516a-1,hsa-mir-519b,hsa-mir-4750,hsa-mir-6499,hsa-mir-519d,hsa-mir-4524a,hsa-mir-770,hsa-mir-665,hsa-mir-518a-1,hsa-mir-7151,hsa-mir-519a-2,hsa-mir-6805,hsa-mir-4795,hsa-mir-6751,hsa-mir-521-1,hsa-mir-1269a,hsa-mir-524,hsa-mir-559,hsa-mir-5695,hsa-mir-4522,hsa-mir-4773-1,hsa-mir-4636,hsa-mir-4451,hsa-mir-4691,hsa-mir-6084,hsa-mir-4647,hsa-mir-578,hsa-mir-5003,hsa-mir-4315-1,hsa-mir-4664,hsa-mir-512-1,hsa-mir-6749,hsa-mir-1250,hsa-mir-211,hsa-mir-515-2,hsa-mir-4433b,hsa-mir-4469,hsa-mir-513c,hsa-mir-7854,hsa-mir-6844,hsa-mir-1276,hsa-mir-548aw,hsa-mir-3194,hsa-mir-520d,hsa-mir-487b,hsa-mir-617,hsa-mir-3936,hsa-mir-6782,hsa-mir-3128,hsa-mir-154,hsa-mir-1289-1,hsa-mir-5189,hsa-mir-6840,hsa-mir-4431,hsa-mir-498,hsa-mir-6808,hsa-mir-4470,hsa-mir-6833,hsa-mir-517b,hsa-mir-6834,hsa-mir-4804,hsa-mir-525,hsa-mir-518e,hsa-mir-6758,hsa-mir-7978,hsa-mir-320d-2,hsa-mir-548ba,hsa-mir-124-2,hsa-mir-6780a,hsa-mir-346,hsa-mir-3919,hsa-mir-5193,hsa-mir-3166,hsa-mir-6502,hsa-mir-612,hsa-mir-548ax,hsa-mir-4785,hsa-mir-6774,hsa-mir-3160-2,hsa-mir-95,hsa-mir-3151,hsa-mir-7976,hsa-mir-639,hsa-mir-449b,hsa-mir-6879,hsa-mir-5187,hsa-mir-4421,hsa-mir-1285-1,hsa-mir-376c,hsa-mir-4742,hsa-mir-219a-2,hsa-mir-548ay,hsa-mir-4781,hsa-mir-369,hsa-mir-216b,hsa-mir-516a-2,hsa-mir-5694,hsa-mir-515-1,hsa-mir-1293,hsa-mir-3681,hsa-mir-4632,hsa-mir-5009,hsa-mir-3190,hsa-mir-519a-1,hsa-mir-3920,hsa-mir-6715b,hsa-mir-6754,hsa-mir-513b,hsa-mir-380,hsa-mir-3661,hsa-mir-6855,hsa-mir-490,hsa-mir-6817,hsa-mir-3183,hsa-mir-20b,hsa-mir-4519,hsa-mir-4444-1,hsa-mir-6761,hsa-mir-323a,hsa-mir-6885,hsa-mir-6726,hsa-mir-5188,hsa-mir-6820,hsa-mir-6750,hsa-mir-3159,hsa-mir-3618,hsa-mir-514b,hsa-mir-4662b,hsa-mir-520h,hsa-mir-320c-1,hsa-mir-6854,hsa-mir-412,hsa-mir-1301,hsa-mir-548s,hsa-mir-34a,hsa-mir-6748,hsa-mir-3125,hsa-mir-4649,hsa-mir-520c,hsa-mir-377,hsa-mir-5090,hsa-mir-16-1,hsa-mir-1538,hsa-mir-323b,hsa-mir-4654,hsa-mir-6772,hsa-mir-3942,hsa-mir-3690-1,hsa-mir-3944,hsa-mir-3611,hsa-mir-6871,hsa-mir-3691,hsa-mir-193a,hsa-mir-3195,hsa-mir-329-2,hsa-mir-4474,hsa-mir-18a,hsa-mir-676,hsa-mir-6825,hsa-mir-3161,hsa-mir-128-2,hsa-mir-4724,hsa-mir-1243,hsa-mir-5010,hsa-mir-7-2,hsa-mir-135a-2,hsa-mir-548y,hsa-mir-7844,hsa-mir-627,hsa-mir-1910,hsa-mir-1323,hsa-mir-4645,hsa-mir-30c-1,hsa-mir-210,hsa-mir-2116,hsa-mir-6125,hsa-mir-101-2,hsa-mir-3130-2,hsa-mir-28,hsa-mir-3619,hsa-mir-3192,hsa-mir-4762,hsa-mir-5586,hsa-mir-6812,hsa-mir-3940,hsa-mir-455,hsa-mir-3143,hsa-mir-548a-3,hsa-mir-6869,hsa-mir-506,hsa-mir-146a,hsa-mir-6826,hsa-mir-488,hsa-mir-5091,hsa-mir-147b,hsa-mir-449a,hsa-mir-6730,hsa-mir-4797,hsa-mir-508,hsa-mir-671,hsa-mir-550a-1,hsa-mir-299,hsa-mir-636,hsa-mir-556,hsa-mir-4753,hsa-mir-4786,hsa-mir-4685,hsa-mir-4714,hsa-mir-502,hsa-mir-592,hsa-mir-6888,hsa-mir-4717,hsa-mir-100,hsa-mir-548ag-2,hsa-mir-3180-4,hsa-mir-4792,hsa-mir-19b-1,hsa-mir-6503,hsa-mir-30d,hsa-mir-6756,hsa-mir-581,hsa-mir-205,hsa-mir-4659b,hsa-mir-1468,hsa-mir-514a-1,hsa-mir-6837,hsa-mir-7113,hsa-mir-190b,hsa-mir-4678,hsa-mir-548v,hsa-mir-5006,hsa-mir-137,hsa-mir-505,hsa-mir-7155,hsa-mir-769,hsa-mir-4487,hsa-mir-3622a,hsa-mir-130b,hsa-mir-1197,hsa-mir-6743,hsa-mir-4488,hsa-mir-874,hsa-mir-133a-1,hsa-mir-363,hsa-mir-4700,hsa-mir-7110,hsa-mir-548t,hsa-mir-4741,hsa-mir-4770,hsa-mir-25,hsa-mir-133a-2,hsa-mir-548az,hsa-mir-223,hsa-mir-624,hsa-mir-3187,hsa-mir-652,hsa-mir-6731,hsa-mir-6853,hsa-mir-320e,hsa-mir-496,hsa-mir-5690,hsa-mir-4658,hsa-mir-4746,hsa-mir-19b-2,hsa-mir-4732,hsa-mir-105-1,hsa-mir-605,hsa-mir-664a,hsa-mir-5581,hsa-mir-6511b-2,hsa-mir-576,hsa-mir-1180,hsa-mir-642a,hsa-mir-6797,hsa-mir-181a-2,hsa-mir-9-3,hsa-mir-135b,hsa-mir-194-2,hsa-mir-545,hsa-mir-4326,hsa-mir-3926-2,hsa-mir-5706,hsa-mir-3934,hsa-mir-219a-1,hsa-mir-382,hsa-mir-296,hsa-mir-1-1,hsa-mir-4668,hsa-mir-1224,hsa-mir-598,hsa-mir-181a-1,hsa-mir-548b,hsa-mir-30c-2,hsa-mir-3654,hsa-mir-4749,hsa-mir-486-2,hsa-mir-1251,hsa-mir-6875,hsa-mir-9-2,hsa-mir-885,hsa-mir-3909,hsa-mir-6895,hsa-mir-4521,hsa-mir-199a-2,hsa-mir-3607,hsa-mir-4665,hsa-mir-890,hsa-mir-9-1,hsa-mir-3913-1,hsa-mir-5685,hsa-mir-6838,hsa-mir-548o-2,hsa-mir-20a,hsa-mir-4733,hsa-mir-23b,hsa-mir-3130-1,hsa-mir-939,hsa-mir-1294,hsa-mir-4709,hsa-mir-365b,hsa-mir-6836,hsa-mir-1286,hsa-mir-30b,hsa-mir-876,hsa-mir-658,hsa-mir-4726,hsa-mir-1226,hsa-mir-4667,hsa-mir-765,hsa-mir-500b,hsa-mir-320b-2,hsa-mir-5092,hsa-mir-3605,hsa-mir-4727,hsa-mir-4796,hsa-mir-5683,hsa-mir-1262,hsa-mir-200c,hsa-mir-149,hsa-mir-125a,hsa-mir-126,hsa-mir-4757,hsa-mir-4723,hsa-mir-17,hsa-let-7b,hsa-mir-4743,hsa-mir-148a,hsa-mir-1912,hsa-mir-550a-2,hsa-mir-4754,hsa-mir-135a-1,hsa-mir-3074,hsa-mir-141,hsa-mir-3189,hsa-mir-561,hsa-mir-1537,hsa-mir-7-3,hsa-mir-7706,hsa-mir-3174,hsa-mir-3678,hsa-mir-653,hsa-mir-1256,hsa-mir-6892,hsa-mir-134,hsa-mir-487a,hsa-mir-148b,hsa-mir-497,hsa-mir-4461,hsa-mir-6777,hsa-mir-548ai,hsa-mir-1-2,hsa-mir-7112,hsa-mir-943,hsa-mir-3923,hsa-mir-6877,hsa-mir-6511b-1,hsa-mir-3198-2,hsa-mir-758,hsa-mir-4728,hsa-mir-4652,hsa-mir-6715a,hsa-mir-5696,hsa-mir-6852,hsa-mir-1304,hsa-mir-6781,hsa-mir-425,hsa-mir-1322,hsa-mir-338,hsa-mir-489,hsa-mir-2115,hsa-mir-450a-2,hsa-mir-3140,hsa-mir-4484,hsa-mir-6802,hsa-mir-3170,hsa-mir-585,hsa-mir-3664,hsa-mir-5699,hsa-mir-32,hsa-mir-6894,hsa-mir-106a,hsa-mir-6793,hsa-mir-5687,hsa-mir-4473,hsa-mir-29a,hsa-mir-483,hsa-mir-191,hsa-mir-940,hsa-mir-3199-2,hsa-mir-3064,hsa-mir-1270,hsa-mir-503,hsa-mir-222,hsa-mir-379,hsa-mir-6842,hsa-mir-6516,hsa-mir-3150a,hsa-mir-1248,hsa-mir-7705,hsa-mir-655,hsa-mir-616,hsa-mir-3126,hsa-mir-19a,hsa-let-7f-1,hsa-mir-16-2,hsa-mir-4512,hsa-mir-6882,hsa-mir-3152,hsa-mir-204,hsa-mir-15b,hsa-mir-30e,hsa-mir-514a-3,hsa-mir-4803,hsa-mir-548k,hsa-mir-1249,hsa-mir-1266,hsa-mir-92b,hsa-let-7e,hsa-mir-495,hsa-mir-26a-2,hsa-mir-3926-1,hsa-mir-4424,hsa-mir-378a,hsa-mir-504,hsa-mir-651,hsa-mir-6513,hsa-mir-99a,hsa-mir-218-1,hsa-mir-224,hsa-mir-200b,hsa-mir-3610,hsa-mir-629,hsa-let-7a-1,hsa-mir-372,hsa-mir-4444-2,hsa-mir-3127,hsa-mir-500a,hsa-mir-1255a,hsa-mir-5100,hsa-mir-34c,hsa-mir-664b,hsa-mir-3609,hsa-mir-409,hsa-mir-1237,hsa-mir-3922,hsa-mir-4674,hsa-mir-92a-2,hsa-mir-551b,hsa-mir-6883,hsa-mir-625,hsa-mir-4999,hsa-mir-3182,hsa-mir-452,hsa-mir-132,hsa-mir-744,hsa-mir-4676,hsa-mir-3928,hsa-mir-143,hsa-mir-151b,hsa-mir-760,hsa-mir-101-1,hsa-let-7d,hsa-mir-3138,hsa-mir-196b,hsa-mir-550a-3,hsa-mir-6868,hsa-mir-6891,hsa-mir-618,hsa-mir-3158-2,hsa-mir-424,hsa-mir-4791,hsa-mir-29c,hsa-mir-432,hsa-mir-3065
TCGA-KN-8430-01A,-2.391824e-01,-2.391824e-01,-1.988981e-01,-1.645897e-01,-2.391824e-01,-3.228732e-01,-2.456982e-01,-2.281935e-01,-2.705009e-01,-2.621913e-01,-3.085635e-01,-2.182179e-01,-2.093238e-01,-1.982353e-01,-1.867072e-01,-2.391824e-01,-1.657690e-01,-3.713907e-01,-3.228732e-01,-5.132697e-01,-1.796349e-01,-1.165269e-01,-2.522166e-01,-4.423259e-01,-3.323121e-01,-4.472136e-01,-2.182179e-01,-6.915033e-01,-2.391824e-01,-4.390570e-01,-2.391824e-01,1.479424e+00,-2.705009e-01,5.905283e-02,-2.391824e-01,1.561877e+00,-2.052147e-01,1.479424e+00,-3.713907e-01,-1.852100e-01,-2.813124e-01,2.236068e+00,-5.285466e-01,1.898592e+00,9.607748e-01,2.692582e+00,-5.663925e-01,-6.540980e-01,-7.534965e-01,-2.295203e-01,-1.267467e-01,-3.731494e-01,-3.543747e-01,-3.276928e-01,-3.162278e-01,-5.602183e-02,-3.162278e-01,-3.543747e-01,-2.705009e-01,-2.468070e-01,-2.425356e-01,2.231123e+00,-3.713907e-01,7.718706e-01,-3.674293e-01,-3.234231e-01,-3.162278e-01,-2.567558e-01,-2.475163e-01,-3.276928e-01,-4.364466e-01,-4.222360e-01,-3.031695e-01,-1.935751e-01,-3.162278e-01,-4.537031e-01,-5.771216e-01,3.731494e-01,-4.830773e-01,2.831368e-01,-3.236877e-01,-4.824506e-01,-3.276928e-01,-3.276928e-01,-2.391824e-01,-5.292462e-01,2.487774e-01,-6.000500e-01,8.477125e-01,-3.162278e-01,-6.801806e-01,-9.740088e-01,-3.162278e-01,-3.543747e-01,-1.118111e-01,-4.172711e-01,-3.731494e-01,-3.276928e-01,2.390575e-01,-4.175586e-02,-4.499213e-01,-2.763403e-01,-2.677098e-01,-2.941106e-01,-4.922842e-01,-3.276928e-01,-5.359422e-01,-4.537031e-01,-9.331675e-02,-1.880287e-01,-3.474978e-01,4.925690e-01,-4.175850e-01,1.697749e+00,-8.019335e-02,-2.705009e-01,-4.890096e-01,-1.291785e-01,-3.543747e-01,-4.694569e-01,-1.869521e-01,-4.537031e-01,5.815691e-01,1.061430e-01,-5.872681e-02,-6.267832e-01,-5.585820e-01,-3.543747e-01,-1.272804e-01,3.817986e-01,-3.543747e-01,-3.515089e-01,1.418309e+00,-5.480295e-01,-2.206389e-01,-8.210473e-01,9.630236e-02,6.886007e-01,2.101162e-01,-1.043570e+00,1.442577e+00,-5.255883e-01,-4.537031e-01,-2.163527e-01,-1.522339e-01,-1.024014e-01,-3.851644e-01,6.916000e-01,-5.359422e-01,6.554028e-02,-3.276928e-01,-3.713907e-01,1.847929e+00,1.552705e+00,-5.471645e-01,1.429179e+00,-3.276928e-01,2.457085e+00,-2.484435e-01,-2.985112e-01,1.442408e-02,-4.537031e-01,2.353055e-01,-7.848977e-02,-4.217181e-01,8.162407e-01,-6.460344e-01,7.760045e-01,-3.162278e-01,5.010437e-01,-7.911805e-01,-3.278289e-01,-2.110318e-01,-4.773960e-01,1.967002e+00,2.559602e+00,-2.975808e-01,-7.887565e-01,-6.189123e-01,-2.962543e-01,1.213762e+00,-7.968659e-01,-1.055819e+00,-1.332483e-01,-4.709083e-01,-8.541986e-01,1.429179e+00,-6.910947e-01,1.317264e-01,-3.543747e-01,-5.034229e-01,-2.041518e-01,-2.401922e-01,-3.162278e-01,-2.182179e-01,1.524215e+00,-5.984949e-02,-4.390570e-01,-3.632164e-01,2.379746e+00,-4.175850e-01,-5.949319e-01,-9.834909e-01,2.103541e+00,1.508085e-01,-1.185727e+00,-1.947669e-01,-1.400026e-01,1.067901e+00,-1.110488e+00,-3.543747e-01,4.908159e-01,-6.890482e-01,-1.069815e+00,-3.429651e-01,-2.795018e-01,1.577366e+00,-4.773960e-01,1.491991e+00,-5.538769e-01,-3.162278e-01,5.079238e+00,-2.124507e-01,1.752075e+00,1.572766e+00,-4.211113e-01,5.388303e-01,4.670113e+00,2.375773e+00,-5.365455e-01,2.996349e-01,-4.725339e-01,1.849713e+00,-5.663925e-01,-6.299408e-01,-1.572247e-01,-3.378048e-01,-1.507436e-01,-2.343722e-02,7.397357e-01,-2.408338e-01,-4.824506e-01,-3.276928e-01,-1.623610e-01,-2.597781e-01,-3.543747e-01,1.788119e+00,-7.501374e-01,-3.428765e-01,-1.817828e-01,-3.973597e-01,-5.472494e-01,-6.502225e-01,1.405332e+00,-4.225771e-01,2.218975e-01,-5.787008e-01,-4.208584e-01,1.051929e-01,-7.961080e-01,9.345386e-01,-3.306055e-01,-2.813124e-01,-5.070926e-01,-5.282705e-01,-8.661377e-03,-6.910947e-01,-3.801430e-01,3.429092e-01,-7.373114e-01,2.649164e-01,-1.394930e-01,5.140047e-01,7.758215e-01,-6.790439e-01,1.666757e-01,-5.758134e-01,-2.260268e-01,5.675000e-01,-4.445004e-01,-6.074012e-01,-3.297001e-01,-3.244292e-01,-7.573831e-01,-8.718666e-01,2.062420e-01,-5.241816e-01,7.950909e-01,-3.579470e-01,-6.132208e-01,-4.607780e-02,1.117702e+00,-5.799275e-01,4.222827e-01,-2.327154e-01,-2.005658e-01,-1.083938e-01,-1.003148e-01,-8.040737e-01,-3.973597e-01,1.843909e+00,4.341875e-01,-2.761724e-01,1.605048e+00,-3.316790e-01,-9.245527e-02,2.387932e-01,3.270505e-01,-9.066663e-01,-2.296566e-01,-6.530039e-01,4.684921e-01,-1.177175e-01,-3.314614e-01,2.153788e+00,-2.391824e-01,2.516611e+00,9.137429e-01,-2.183765e-01,-7.007486e-01,-8.166396e-01,-3.480205e-01,6.256821e-01,-3.090093e-01,-1.183142e+00,-5.974702e-01,3.937004e+00,-3.276928e-01,6.998353e-01,-3.050821e-01,7.745967e-01,9.215932e-01,1.923422e+00,-3.543747e-01,-5.546411e-01,-2.491317e-01,-2.004641e-01,2.270468e+00,5.516320e-01,-8.469896e-01,3.203659e-02,-3.786857e-01,-7.683336e-01,4.245482e-01,2.572352e+00,2.517070e-01,8.147047e-01,-3.731494e-01,-2.998471e-01,-2.409137e-01,-7.751102e-01,2.267554e+00,5.441978e-01,-1.995019e-01,-9.331941e-02,5.832720e-01,-3.622174e-01,-6.022336e-01,1.174042e+00,1.061430e-01,-1.325302e-01,-6.074501e-01,-5.294435e-01,4.471156e-01,1.671258e+00,5.798392e-01,-2.342106e-01,-3.234231e-01,2.825039e-01,-3.566697e-02,2.086418e-01,-1.334963e-02,-7.135042e-01,1.968775e-03,-8.320503e-01,-4.610840e-01,-3.438414e-01,7.124705e-01,-5.008354e-01,-2.676439e-01,3.127369e-01,1.063988e+00,1.574672e+00,-3.715498e-02,3.585635e-02,-2.905210e-01,4.142112e-01,-7.828713e-01,6.331877e-01,-8.742036e-02,1.308560e+00,-1.435028e-01,-2.391824e-01,-1.997654e-01,-2.032648e-01,-3.276928e-01,-6.697380e-01,8.237982e-01,1.399916e-01,-8.890990e-01,-1.338535e+00,-4.303019e-01,6.372989e-01,-8.224672e-01,-9.376818e-02,5.582166e-01,-2.817282e-01,-8.609952e-01,-6.974858e-01,-8.108122e-01,7.675520e-02,1.215146e+00,1.308937e+00,-1.594384e-01,5.705942e-01,-6.234345e-01,-7.621436e-01,-1.402954e-01,5.456043e-01,-7.199870e-02,1.443897e+00,9.040125e-01,-4.217181e-01,-9.659356e-02,-7.769788e-01,-6.181069e-02,4.381027e-01,-2.998471e-01,-5.449557e-01,-8.503821e-01,6.457262e-01,-4.537031e-01,-7.342882e-01,-4.533587e-01,-2.424456e-01,1.594705e+00,-1.939814e-01,3.433717e-01,-2.862992e-01,-5.133201e-01,-9.800464e-01,-5.031750e-01,5.445374e-02,-1.859309e-02,-5.965185e-02,-4.005283e-01,3.556208e+00,-4.286834e-01,-7.882203e-01,-3.792511e-01,-3.728607e-01,-7.519206e-01,-2.870468e-01,-2.964892e-01,7.536998e-01,5.065026e-01,1.489588e+00,-5.959019e-01,-9.555007e-01,-3.630030e-01,-1.855994e-02,-3.090144e-01,-3.569591e-01,-2.982302e-01,-2.824629e-01,-1.902112e-01,3.734887e-01,2.918156e-01,1.876800e-02,1.716838e+00,-7.019840e-01,-4.905115e-01,5.267157e-02,-2.710671e-01,-4.676098e-01,-1.848179e-01,-1.012503e+00,-4.626519e-01,-1.717083e-01,-4.137092e-01,-2.487831e-01,-1.034443e+00,-1.878252e-01,-7.666991e-01,-6.604037e-01,-4.089376e-01,-1.069935e+00,-3.338403e-01,-4.610840e-01,-5.972707e-01,-2.663162e-01,2.366757e+00,4.008072e-01,-1.484399e+00,-4.714045e-01,2.033439e-01,-7.024202e-01,-1.078661e+00,-1.462743e-01,1.183856e+00
TCGA-KL-8342-01A,-2.391824e-01,-2.391824e-01,-1.988981e-01,-1.645897e-01,-2.391824e-01,-3.228732e-01,-2.456982e-01,-2.281935e-01,-2.705009e-01,-2.621913e-01,-3.085635e-01,-2.182179e-01,-2.093238e-01,-1.982353e-01,-1.867072e-01,-2.391824e-01,-1.657690e-01,-3.713907e-01,-3.228732e-01,-5.132697e-01,-1.796349e-01,-1.253354e-01,-2.522166e-01,-4.423259e-01,-3.323121e-01,-4.472136e-01,-2.182179e-01,-1.787031e-01,-2.391824e-01,-4.390570e-01,-2.391824e-01,-5.132697e-01,-2.705009e-01,5.905283e-02,-2.391824e-01,-5.635640e-01,-2.052147e-01,-5.132697e-01,-3.713907e-01,-1.255329e-01,-2.813124e-01,-4.472136e-01,-5.285466e-01,-5.267061e-01,1.581022e-01,-3.713907e-01,-5.663925e-01,1.451779e+00,-7.534965e-01,-2.295203e-01,-1.425303e-01,-3.731494e-01,-3.543747e-01,-3.276928e-01,-3.162278e-01,-1.163882e-01,-3.162278e-01,2.244373e+00,-2.705009e-01,-2.468070e-01,-2.425356e-01,-6.006869e-01,-3.713907e-01,-8.714668e-01,-3.674293e-01,-3.234231e-01,-3.162278e-01,-2.567558e-01,-2.475163e-01,-3.276928e-01,4.927623e-01,-4.222360e-01,-3.031695e-01,-1.935751e-01,-3.162278e-01,-4.537031e-01,-5.771216e-01,-7.462989e-01,-4.830773e-01,2.831368e-01,-3.236877e-01,-4.824506e-01,-3.276928e-01,-3.276928e-01,-2.391824e-01,-7.621146e-01,-5.521645e-01,1.955001e+00,8.477125e-01,-3.162278e-01,3.174176e-01,8.626935e-01,-3.162278e-01,-3.543747e-01,-1.253515e-01,1.023495e-01,-3.731494e-01,-3.276928e-01,1.167163e+00,-9.010476e-02,2.519559e+00,-2.763403e-01,-2.677098e-01,-2.941106e-01,-1.995747e-01,-3.276928e-01,-5.359422e-01,-4.537031e-01,-9.331675e-02,-1.880287e-01,-3.474978e-01,-8.078132e-01,-4.175850e-01,-3.031695e-01,-1.747069e-01,-2.705009e-01,-4.890096e-01,-1.291785e-01,-3.543747e-01,-4.694569e-01,-3.217945e-01,-4.537031e-01,-7.892723e-01,8.066868e-01,-2.188909e-01,-6.267832e-01,-5.585820e-01,-3.543747e-01,-1.272804e-01,-7.137974e-01,-3.543747e-01,1.195130e+00,-4.171498e-01,8.987684e-01,-2.206389e-01,1.466156e-01,-3.274280e-01,-3.494289e-01,-4.864335e-01,4.537259e-01,1.931678e-03,-5.255883e-01,-4.537031e-01,-2.163527e-01,-1.522339e-01,-1.754662e-01,-3.851644e-01,-3.905311e-01,-5.359422e-01,-2.165679e-01,-3.276928e-01,-3.713907e-01,-8.623666e-01,-2.141662e-01,-5.471645e-01,-5.359422e-01,-3.276928e-01,-5.460189e-01,6.842664e-01,1.890571e+00,2.048220e-01,-4.537031e-01,-1.707119e-01,-3.972790e-01,-4.217181e-01,-5.084778e-01,-2.160474e-01,-5.044029e-01,-3.162278e-01,7.861203e-01,-7.911805e-01,1.272846e+00,-2.110318e-01,4.023767e+00,-7.446873e-01,-4.303756e-01,-2.975808e-01,-7.887565e-01,-4.984572e-01,-5.489695e-01,-1.023899e+00,-7.968659e-01,1.261092e+00,-3.056873e-01,9.915357e-01,3.713907e-01,-5.359422e-01,-6.910947e-01,5.833596e-01,-3.543747e-01,-2.067630e-01,-2.755648e-01,-2.401922e-01,-3.162278e-01,-2.182179e-01,1.398362e-01,1.803885e-01,-4.390570e-01,2.034012e+00,2.222840e-01,-4.175850e-01,1.648811e+00,3.688091e-01,-3.895447e-02,1.123291e+00,1.845610e+00,-5.193783e-02,-1.593741e-01,-6.941359e-01,2.220976e-01,-3.543747e-01,-1.443576e-01,-6.890482e-01,2.750952e-01,-6.394030e-01,-3.374660e-01,-5.472494e-01,-4.773960e-01,1.894661e+00,7.858672e-01,-3.162278e-01,-3.276928e-01,3.209853e-01,0.000000e+00,-1.265451e-01,-4.211113e-01,5.388303e-01,-1.828379e-01,-3.276928e-01,-1.069992e-01,6.384743e-01,-4.725339e-01,-4.537031e-01,-5.663925e-01,7.559289e-01,-7.337154e-01,-3.378048e-01,-1.804424e-01,-2.812467e-01,7.397357e-01,-2.716979e-01,1.286535e+00,-3.276928e-01,-3.476977e-01,-2.597781e-01,-3.543747e-01,-3.973597e-01,-4.201917e-01,-3.428765e-01,-2.407574e-01,-3.973597e-01,-5.472494e-01,-6.502225e-01,-6.331716e-01,-4.225771e-01,7.181805e-01,-5.787008e-01,7.365022e-01,-2.043259e-02,-2.599536e-01,9.345386e-01,-2.433256e-01,-2.813124e-01,-5.070926e-01,-5.282705e-01,-1.826421e-01,7.342882e-01,2.128801e+00,-3.293286e-01,5.414465e-01,-2.554551e-01,-1.180325e-01,-3.341030e-01,1.810800e+00,-6.790439e-01,-5.208616e-01,1.168317e-02,-5.710637e-01,-3.867675e-01,1.651002e+00,9.564833e-01,-2.223666e-01,-5.451749e-01,6.007160e-01,3.524567e-01,-5.499787e-01,-5.241816e-01,1.223217e-01,-3.579470e-01,-3.845622e-01,-8.418726e-02,-5.588510e-01,-5.799275e-01,-2.208864e-01,2.990824e+00,-4.813966e-01,1.260679e+00,-3.286174e-01,-4.318266e-01,2.270627e-01,1.843909e+00,-8.229996e-02,9.205746e-02,2.685999e+00,-2.244560e-01,-5.026344e-01,2.387932e-01,3.270505e-01,-9.066663e-01,-2.174084e-01,-2.764355e-01,-6.358108e-01,4.872731e-01,-2.293900e-01,-8.283800e-02,-2.391824e-01,-3.973597e-01,-1.031645e+00,1.865805e+00,2.627807e-01,-6.226903e-01,-6.584172e-01,1.340747e-01,-3.090093e-01,6.959656e-02,6.636015e-03,-2.540003e-01,-3.276928e-01,-6.826086e-01,-3.050821e-01,-7.745967e-01,-4.929452e-01,1.154053e+00,-3.543747e-01,-7.297909e-02,-5.344713e-01,2.956846e-01,-3.817602e-01,-4.218362e-01,-8.469896e-01,-6.727683e-01,1.482805e-01,1.048638e+00,8.880485e-01,-6.214848e-01,5.851049e-01,1.905190e-01,-3.731494e-01,-2.998471e-01,1.310803e+00,2.132619e+00,-2.690319e-01,-8.088117e-01,-1.995019e-01,4.991503e-02,-5.832720e-01,1.062254e+00,1.081359e+00,7.281407e-01,1.061430e-01,-2.868888e-01,2.476527e+00,1.526043e+00,1.643452e+00,-3.713907e-01,-6.350620e-01,-2.356666e-01,-3.234231e-01,2.825039e-01,-1.390918e-01,-1.820066e-01,-3.176249e-01,-6.585232e-01,5.217253e-01,-8.320503e-01,-4.610840e-01,-3.438414e-01,-4.631058e-01,1.702840e+00,-2.676439e-01,-6.701506e-01,2.329441e-01,-3.499271e-01,-1.467518e-01,-4.374474e-01,-2.905210e-01,-9.032798e-01,-7.828713e-01,-7.369889e-01,1.873293e-01,-4.187391e-01,-1.644221e-01,-2.391824e-01,1.704335e+00,-2.032648e-01,-3.276928e-01,-2.890904e-01,-5.023160e-01,6.709941e-01,-8.890990e-01,-3.459136e-01,-4.303019e-01,6.372989e-01,1.298632e-01,-4.355859e-01,-7.575796e-01,-3.150151e-01,3.228732e-01,5.812382e-01,5.731604e-01,-1.170881e-01,7.010457e-01,-4.456463e-01,-7.360377e-01,-3.828037e-01,-6.234345e-01,-1.353339e-01,-2.133006e-01,-5.405183e-01,-1.223234e-01,1.213432e+00,-2.825039e-02,-4.217181e-01,3.938045e-01,4.439879e-01,-1.664134e-01,-9.498067e-01,-2.998471e-01,4.611164e-01,8.827369e-01,-4.123595e-01,-4.537031e-01,-7.342882e-01,-7.496129e-01,-1.696602e-01,5.646060e-01,8.352687e-02,1.070944e+00,-2.862992e-01,-5.133201e-01,8.948250e-01,-3.334499e-01,-6.671937e-01,4.323842e-01,-1.330125e-01,1.163131e+00,-4.905115e-01,-4.286834e-01,6.181584e-01,-2.649562e-01,-2.199190e-01,4.296689e-01,1.041234e+00,-7.647803e-01,1.683498e+00,6.780491e-01,9.008884e-01,7.586880e-01,1.586192e+00,2.073424e+00,-1.855994e-02,-7.295288e-01,-3.735422e-01,-2.982302e-01,6.928334e-02,4.579540e-01,1.413584e+00,-6.039905e-01,-1.373691e-01,-4.211113e-01,3.641542e+00,-4.905115e-01,2.111643e+00,-2.210939e-01,-4.676098e-01,1.002624e+00,6.075020e-01,-4.626519e-01,1.184830e+00,7.740965e-01,-5.588543e-01,-3.584704e-01,-5.524272e-01,4.268506e-01,8.594294e-02,-6.520896e-01,1.274672e+00,-6.820666e-01,-4.610840e-01,-9.712420e-01,4.660533e-01,-6.565842e-01,4.008072e-01,-4.638748e-01,-4.714045e-01,-1.289998e-01,-7.024202e-01,7.907449e-01,-1.005924e-01,-2.106862e-01
