hsa-mir-4435-1
hsa-mir-1908
hsa-mir-6738
hsa-mir-6873
hsa-mir-6822
hsa-mir-6832
hsa-mir-6825
hsa-mir-3126
hsa-mir-548o
hsa-mir-4446
hsa-mir-1237
hsa-mir-3910-1
hsa-mir-6817
hsa-mir-512-2
hsa-mir-1288
hsa-mir-3175
hsa-mir-4647
hsa-mir-579
hsa-mir-548l
hsa-mir-4492
hsa-mir-3622a
hsa-mir-135a-1
hsa-mir-4536-2
hsa-mir-6783
hsa-mir-6746
hsa-mir-2278
hsa-mir-3183
hsa-mir-4767
hsa-mir-6087
hsa-mir-3680-2
hsa-mir-6764
hsa-mir-488
hsa-mir-4423
hsa-mir-892a
hsa-mir-4762
hsa-mir-6796
hsa-mir-552
hsa-mir-6779
hsa-mir-466
hsa-mir-6799
hsa-mir-3943
hsa-mir-545
hsa-mir-3942
hsa-mir-6736
hsa-mir-4524a
hsa-mir-518b
hsa-mir-519c
hsa-mir-6818
hsa-mir-516a-2
hsa-mir-5708
hsa-mir-6807
hsa-mir-3679
hsa-mir-4687
hsa-mir-6851
hsa-mir-3064
hsa-mir-6844
hsa-mir-6803
hsa-mir-572
hsa-mir-3158-1
hsa-mir-184
hsa-mir-4716
hsa-mir-6788
hsa-mir-1255a
hsa-mir-6515
hsa-mir-5687
hsa-mir-4709
hsa-mir-4757
hsa-mir-519a-1
hsa-mir-6855
hsa-mir-6781
hsa-mir-520g
hsa-mir-6840
hsa-mir-4714
hsa-mir-4645
hsa-mir-7111
hsa-mir-6809
hsa-mir-5188
hsa-mir-6888
hsa-mir-6728
hsa-mir-4727
hsa-mir-3136
hsa-mir-6507
hsa-mir-4791
hsa-mir-937
hsa-mir-548e
hsa-mir-548n
hsa-mir-4638
hsa-mir-585
hsa-mir-4724
hsa-mir-5683
hsa-mir-4755
hsa-mir-487a
hsa-mir-4433a
hsa-mir-548ag-2
hsa-mir-548b
hsa-mir-133a-1
hsa-mir-1228
hsa-mir-4529
hsa-mir-550a-3
hsa-mir-515-1
hsa-mir-3196
hsa-mir-3919
hsa-mir-1179
hsa-mir-6505
hsa-mir-3186
hsa-mir-670
hsa-mir-6827
hsa-mir-4480
hsa-mir-4519
hsa-mir-6513
hsa-mir-4504
hsa-mir-5692a-2
hsa-mir-4695
hsa-mir-1322
hsa-mir-6850
hsa-mir-4729
hsa-mir-4662b
hsa-mir-4780
hsa-mir-3692
hsa-mir-4516
hsa-mir-3116-2
hsa-mir-3910-2
hsa-mir-122
hsa-mir-5089
hsa-mir-5697
hsa-mir-3165
hsa-mir-5685
hsa-mir-5694
hsa-mir-4460
hsa-mir-6784
hsa-mir-6811
hsa-mir-4435-2
hsa-mir-1257
hsa-mir-4776-2
hsa-mir-4430
hsa-mir-6861
hsa-mir-6870
hsa-mir-6769a
hsa-mir-6830
hsa-mir-892b
hsa-mir-3617
