ENSG00000286188.1
ENSG00000241475.1
ENSG00000258933.1
ENSG00000236513.1
ENSG00000257220.1
ENSG00000276308.1
ENSG00000184029.9
ENSG00000168875.3
ENSG00000286778.1
ENSG00000260115.1
ENSG00000255960.1
ENSG00000242752.3
ENSG00000205445.3
ENSG00000171483.13
ENSG00000236208.1
ENSG00000234979.1
ENSG00000287989.1
ENSG00000276972.1
ENSG00000264515.6
ENSG00000254781.1
ENSG00000282952.1
ENSG00000213854.3
ENSG00000286081.1
ENSG00000237210.1
ENSG00000244578.1
ENSG00000255065.1
ENSG00000266117.1
ENSG00000253690.1
ENSG00000270252.1
ENSG00000177938.5
ENSG00000124233.12
ENSG00000237583.1
ENSG00000186226.9
ENSG00000230596.3
ENSG00000281655.1
ENSG00000118434.9
ENSG00000260596.5
ENSG00000229613.2
ENSG00000287154.1
ENSG00000242407.1
ENSG00000233829.1
ENSG00000258676.5
ENSG00000237720.2
ENSG00000254311.1
ENSG00000248525.2
ENSG00000264301.1
ENSG00000110244.7
ENSG00000284674.1
ENSG00000271620.1
ENSG00000226122.1
ENSG00000249203.2
ENSG00000232930.2
ENSG00000287770.1
ENSG00000179443.5
ENSG00000231476.1
ENSG00000248713.1
ENSG00000214978.7
ENSG00000287667.1
ENSG00000228044.3
ENSG00000287594.1
ENSG00000165694.10
ENSG00000254819.2
ENSG00000211944.2
ENSG00000250814.3
ENSG00000237005.1
ENSG00000253377.2
ENSG00000101892.12
ENSG00000248967.1
ENSG00000235343.2
ENSG00000250887.1
ENSG00000253900.1
ENSG00000228031.4
ENSG00000235123.5
ENSG00000270187.1
ENSG00000278484.1
ENSG00000196114.3
ENSG00000188334.3
ENSG00000198398.2
ENSG00000259379.1
ENSG00000236136.1
ENSG00000218716.1
ENSG00000250719.2
ENSG00000242321.1
ENSG00000281186.1
ENSG00000234800.2
ENSG00000249074.1
ENSG00000256209.2
ENSG00000261282.1
ENSG00000255946.1
ENSG00000287505.1
ENSG00000252217.1
ENSG00000229262.1
ENSG00000287043.1
ENSG00000206776.1
ENSG00000255459.1
