ENSG00000237299.1
ENSG00000287340.1
ENSG00000280419.1
ENSG00000273746.1
ENSG00000261084.1
ENSG00000255481.2
ENSG00000251811.1
ENSG00000199551.1
ENSG00000202476.1
ENSG00000229986.1
ENSG00000223321.1
ENSG00000235407.1
ENSG00000233103.1
ENSG00000220725.1
ENSG00000207321.1
ENSG00000254650.1
ENSG00000279440.1
ENSG00000229546.1
ENSG00000286987.1
ENSG00000259534.1
ENSG00000189037.8
ENSG00000265883.1
ENSG00000268659.2
ENSG00000258577.1
ENSG00000199240.1
ENSG00000266448.1
ENSG00000286666.1
ENSG00000255083.2
ENSG00000226014.1
ENSG00000206864.1
ENSG00000274355.1
ENSG00000207416.1
ENSG00000221855.1
ENSG00000283999.1
ENSG00000279127.1
ENSG00000230687.1
ENSG00000186881.3
ENSG00000248790.1
ENSG00000239249.3
ENSG00000199308.1
ENSG00000254465.1
ENSG00000184276.3
ENSG00000223593.1
ENSG00000253808.1
ENSG00000280005.1
ENSG00000201607.1
ENSG00000211924.1
ENSG00000201791.1
ENSG00000255427.1
ENSG00000261527.1
ENSG00000263813.1
ENSG00000258202.1
ENSG00000267202.5
ENSG00000234560.4
ENSG00000248901.2
ENSG00000248286.1
ENSG00000257948.2
ENSG00000256739.1
ENSG00000226558.1
ENSG00000250791.2
ENSG00000237750.2
ENSG00000235972.1
ENSG00000277878.1
ENSG00000275547.1
ENSG00000233052.1
ENSG00000263860.1
ENSG00000229626.1
ENSG00000271052.1
ENSG00000255155.1
ENSG00000284616.1
ENSG00000279015.1
ENSG00000225752.1
ENSG00000266109.1
ENSG00000235993.1
ENSG00000230283.1
ENSG00000223726.1
ENSG00000285169.2
ENSG00000221801.1
ENSG00000232337.1
ENSG00000270797.1
ENSG00000207275.1
ENSG00000287187.1
ENSG00000213155.4
ENSG00000254865.1
ENSG00000287568.1
ENSG00000272015.1
ENSG00000224294.1
ENSG00000232971.2
ENSG00000232132.1
ENSG00000274044.5
ENSG00000110244.7
ENSG00000270625.1
ENSG00000239739.1
ENSG00000243658.1
ENSG00000227717.4
ENSG00000254896.1
ENSG00000236858.2
ENSG00000284715.1
ENSG00000212532.1
ENSG00000278034.1
ENSG00000254172.1
ENSG00000255365.1
ENSG00000257169.1
ENSG00000241011.1
ENSG00000267509.5
ENSG00000271225.1
ENSG00000228776.2
ENSG00000278745.1
ENSG00000250105.1
ENSG00000236605.1
ENSG00000279046.1
ENSG00000170255.7
ENSG00000234325.1
ENSG00000261018.1
ENSG00000263342.1
ENSG00000227878.2
ENSG00000220553.1
ENSG00000124900.12
ENSG00000250333.2
ENSG00000206658.1
ENSG00000264617.1
ENSG00000229005.2
ENSG00000259541.5
ENSG00000211917.1
ENSG00000233816.3
ENSG00000251218.1
ENSG00000256137.1
ENSG00000252266.1
ENSG00000199424.1
ENSG00000199145.1
ENSG00000188984.12
ENSG00000214024.2
ENSG00000265948.1
ENSG00000196395.7
ENSG00000235469.1
ENSG00000187272.7
ENSG00000265316.1
ENSG00000170605.6
ENSG00000090402.8
ENSG00000283571.1
ENSG00000250666.1
ENSG00000240031.1
ENSG00000223262.1
ENSG00000276064.1
ENSG00000230520.1
ENSG00000202341.1
ENSG00000222598.1
ENSG00000254176.1
ENSG00000201025.1
ENSG00000201240.1
ENSG00000204718.3
ENSG00000230158.1
ENSG00000253534.1
ENSG00000200556.1
ENSG00000232422.1
ENSG00000281228.1
ENSG00000235015.1
ENSG00000285592.1
