SampleID,hsa-mir-599,hsa-mir-373,hsa-mir-5189,hsa-mir-4652,hsa-mir-6738,hsa-mir-147b,hsa-mir-4454,hsa-mir-4641,hsa-mir-3194,hsa-mir-7844,hsa-mir-7641-1,hsa-mir-2682,hsa-mir-190b,hsa-mir-5094,hsa-mir-4771-2,hsa-mir-3938,hsa-mir-516b-1,hsa-mir-6889,hsa-mir-1250,hsa-mir-577,hsa-mir-573,hsa-mir-5703,hsa-mir-6799,hsa-mir-7-3,hsa-mir-3139,hsa-mir-519c,hsa-mir-6776,hsa-mir-1257,hsa-mir-6787,hsa-mir-548n,hsa-mir-3198-1,hsa-mir-378d-1,hsa-mir-516a-2,hsa-mir-5581,hsa-mir-4451,hsa-mir-4639,hsa-mir-1227,hsa-mir-4711,hsa-mir-4511,hsa-mir-205,hsa-mir-3155a,hsa-mir-6786,hsa-mir-4749,hsa-mir-3622a,hsa-mir-3145,hsa-mir-1295b,hsa-mir-4802,hsa-mir-6758,hsa-mir-6801,hsa-mir-7974,hsa-mir-5579,hsa-mir-1231,hsa-mir-6836,hsa-mir-1914,hsa-mir-1913,hsa-mir-6766,hsa-mir-1269b,hsa-mir-592,hsa-mir-3202-2,hsa-mir-4442,hsa-mir-3174,hsa-mir-3150a,hsa-mir-122,hsa-mir-6868,hsa-mir-6849,hsa-mir-944,hsa-mir-6727,hsa-mir-935,hsa-mir-6715b,hsa-mir-5695,hsa-mir-4426,hsa-mir-520a,hsa-mir-3617,hsa-mir-6870,hsa-mir-6856,hsa-mir-1251,hsa-mir-4676,hsa-mir-216a,hsa-mir-4683,hsa-mir-4795,hsa-mir-517c,hsa-mir-4306,hsa-mir-4789,hsa-mir-7976,hsa-mir-6800,hsa-mir-550a-1,hsa-mir-552,hsa-mir-3126,hsa-mir-6862-1,hsa-mir-4536-2,hsa-mir-6862-2,hsa-mir-550a-3,hsa-mir-7110,hsa-mir-3128,hsa-mir-6728,hsa-mir-6891,hsa-mir-548o,hsa-mir-888,hsa-mir-449a,hsa-mir-3149,hsa-mir-3144,hsa-mir-6739,hsa-mir-4716,hsa-mir-4665,hsa-mir-6791,hsa-mir-516b-2,hsa-mir-6732,hsa-mir-7109,hsa-mir-4703,hsa-mir-6742,hsa-mir-1238,hsa-mir-6746,hsa-mir-7846,hsa-mir-3688-2,hsa-mir-1912,hsa-mir-1911,hsa-mir-4782,hsa-mir-3690-1,hsa-mir-137,hsa-mir-3610,hsa-mir-6894,hsa-mir-5580,hsa-mir-4678,hsa-mir-3667,hsa-mir-4687,hsa-mir-6508,hsa-mir-641,hsa-mir-4739,hsa-mir-4758,hsa-mir-3162,hsa-mir-4726,hsa-mir-4797,hsa-mir-506,hsa-mir-3143,hsa-mir-320d-1,hsa-mir-146a,hsa-mir-4680,hsa-mir-93,hsa-mir-3917,hsa-mir-206,hsa-mir-658,hsa-mir-3918,hsa-mir-6818,hsa-mir-4435-1,hsa-mir-4691,hsa-mir-4773-2,hsa-mir-940,hsa-mir-4724,hsa-mir-3618,hsa-mir-1909,hsa-mir-4444-2,hsa-mir-597,hsa-mir-4435-2,hsa-mir-4521,hsa-mir-548q,hsa-mir-3691,hsa-mir-4648,hsa-mir-6854,hsa-mir-5002,hsa-mir-6780b,hsa-mir-665,hsa-mir-6839,hsa-mir-365b,hsa-mir-6884,hsa-mir-218-1,hsa-mir-3688-1,hsa-mir-7106,hsa-mir-4662b,hsa-mir-320c-2,hsa-mir-3183,hsa-mir-6795,hsa-mir-6794,hsa-mir-3913-2,hsa-mir-548b,hsa-mir-151b,hsa-mir-153-1,hsa-mir-4695,hsa-mir-1304,hsa-mir-572,hsa-mir-1260a,hsa-mir-889,hsa-mir-4515,hsa-mir-508,hsa-mir-580,hsa-mir-3664,hsa-mir-612,hsa-mir-1243,hsa-mir-23c,hsa-mir-5090,hsa-mir-4675,hsa-mir-4714,hsa-mir-5091,hsa-mir-4315-2,hsa-mir-3125,hsa-mir-574,hsa-mir-3121,hsa-mir-4647,hsa-mir-3942,hsa-mir-555,hsa-mir-548d-2,hsa-mir-5188,hsa-mir-362,hsa-mir-624,hsa-mir-6777,hsa-mir-4651,hsa-mir-3170,hsa-mir-3064,hsa-mir-466,hsa-mir-106b,hsa-mir-4646,hsa-mir-4660,hsa-mir-4794,hsa-mir-1284,hsa-mir-3926-1,hsa-mir-632,hsa-mir-6875,hsa-mir-6763,hsa-mir-27a,hsa-mir-744,hsa-mir-192,hsa-mir-124-2,hsa-let-7b,hsa-mir-3152,hsa-mir-6764,hsa-mir-584,hsa-mir-4670,hsa-mir-7705,hsa-mir-3605,hsa-mir-636,hsa-mir-3622b,hsa-mir-138-2,hsa-mir-548ag-2,hsa-mir-6778,hsa-mir-6858,hsa-mir-181b-2,hsa-mir-6736,hsa-mir-885,hsa-mir-3157,hsa-mir-15a,hsa-mir-25,hsa-mir-29b-1,hsa-mir-432,hsa-mir-320c-1,hsa-mir-6720,hsa-mir-582,hsa-mir-6882,hsa-let-7f-2,hsa-mir-374c,hsa-mir-450a-1,hsa-mir-3911,hsa-mir-542,hsa-mir-1295a,hsa-mir-4781,hsa-mir-511,hsa-mir-1910,hsa-mir-514a-3,hsa-mir-329-1,hsa-mir-3190,hsa-mir-1343,hsa-mir-200a,hsa-mir-4671,hsa-mir-500b,hsa-mir-4529,hsa-mir-3934,hsa-mir-376b,hsa-mir-197,hsa-mir-561,hsa-mir-4699,hsa-mir-1271,hsa-mir-4769,hsa-mir-625,hsa-mir-3654,hsa-mir-4662a,hsa-mir-101-2,hsa-mir-299,hsa-mir-6860,hsa-mir-6502,hsa-mir-6798,hsa-mir-323a,hsa-mir-3919,hsa-mir-4697,hsa-mir-892a,hsa-mir-6797,hsa-mir-1254-2,hsa-mir-1307,hsa-mir-6895,hsa-mir-1976,hsa-mir-107,hsa-mir-5003,hsa-mir-3166,hsa-mir-5010,hsa-mir-509-1,hsa-mir-551b,hsa-mir-3924,hsa-mir-4484,hsa-mir-556,hsa-mir-6838,hsa-mir-378c,hsa-mir-3682,hsa-mir-4452,hsa-mir-128-1,hsa-mir-891a,hsa-mir-103a-2,hsa-mir-6788,hsa-mir-6734,hsa-mir-1288,hsa-mir-30e,hsa-mir-3653,hsa-mir-224,hsa-mir-3675,hsa-mir-4745,hsa-mir-6715a,hsa-mir-361,hsa-mir-515-1,hsa-let-7a-2,hsa-mir-6737,hsa-mir-7706,hsa-mir-5194,hsa-mir-4491,hsa-mir-4679-2,hsa-mir-142,hsa-let-7a-3,hsa-mir-4677,hsa-mir-548t,hsa-mir-4444-1,hsa-mir-4798,hsa-mir-24-2,hsa-mir-675,hsa-mir-125b-1,hsa-mir-3173,hsa-mir-4423,hsa-mir-4522,hsa-mir-3613,hsa-mir-199a-1,hsa-mir-5584,hsa-mir-3652,hsa-mir-3074,hsa-mir-375,hsa-mir-548j,hsa-mir-5690,hsa-mir-937,hsa-mir-523,hsa-mir-519d,hsa-mir-4657,hsa-mir-548f-1,hsa-mir-516a-1,hsa-let-7c,hsa-mir-188,hsa-mir-4743,hsa-mir-339,hsa-mir-504,hsa-mir-135b,hsa-mir-202,hsa-mir-3196,hsa-mir-5586,hsa-mir-3663,hsa-mir-2114,hsa-mir-503,hsa-mir-616,hsa-mir-3651,hsa-mir-424,hsa-mir-338,hsa-mir-6767,hsa-mir-182,hsa-mir-3199-2,hsa-mir-449c,hsa-mir-3130-2,hsa-mir-5698,hsa-mir-4284,hsa-mir-210,hsa-mir-129-1,hsa-mir-3912,hsa-mir-3909,hsa-mir-4731,hsa-mir-3920,hsa-mir-10b,hsa-mir-20a,hsa-mir-496,hsa-mir-6857,hsa-mir-3193,hsa-mir-6125,hsa-mir-495,hsa-mir-653,hsa-mir-668,hsa-mir-7851,hsa-mir-323b,hsa-mir-3151,hsa-mir-1294,hsa-mir-29c,hsa-mir-6730,hsa-mir-199a-2,hsa-mir-4701,hsa-mir-183,hsa-mir-181a-1,hsa-mir-34a,hsa-mir-4649,hsa-mir-16-1,hsa-mir-23a,hsa-mir-370,hsa-mir-500a,hsa-mir-19b-1,hsa-mir-3913-1,hsa-mir-425,hsa-mir-4431,hsa-mir-195,hsa-mir-320a,hsa-mir-30c-1,hsa-mir-222,hsa-mir-514b,hsa-mir-5000,hsa-mir-412,hsa-mir-5683,hsa-mir-509-2,hsa-mir-1305,hsa-mir-6511b-2,hsa-mir-6500,hsa-mir-548aq,hsa-let-7a-1,hsa-mir-1301,hsa-mir-5706,hsa-mir-3685,hsa-mir-6892,hsa-mir-6879,hsa-mir-4470,hsa-mir-15b,hsa-mir-378a,hsa-mir-4433a,hsa-mir-1270,hsa-mir-4326,hsa-mir-510,hsa-mir-509-3,hsa-mir-651,hsa-mir-2276,hsa-mir-203a,hsa-mir-18a,hsa-mir-514a-1,hsa-mir-1269a,hsa-mir-519a-1,hsa-mir-133a-2,hsa-mir-654,hsa-mir-548ao,hsa-mir-6804,hsa-mir-219b,hsa-mir-6782,hsa-mir-6761,hsa-mir-324,hsa-mir-383,hsa-mir-1249,hsa-mir-1228,hsa-mir-4796,hsa-mir-4690,hsa-mir-4668,hsa-mir-6757,hsa-mir-7152,hsa-mir-4654,hsa-mir-6820,hsa-mir-181b-1,hsa-mir-517b,hsa-mir-6824,hsa-mir-517a,hsa-mir-6853,hsa-mir-6812,hsa-mir-95,hsa-mir-513b,hsa-mir-455,hsa-mir-30b,hsa-mir-1306,hsa-mir-4784,hsa-mir-660,hsa-mir-6827,hsa-mir-887,hsa-mir-502,hsa-mir-3619,hsa-mir-10a,hsa-mir-331,hsa-mir-671,hsa-mir-3136,hsa-mir-6815,hsa-mir-100,hsa-mir-892b,hsa-mir-6869,hsa-mir-411,hsa-mir-5684,hsa-mir-3200,hsa-mir-526b,hsa-mir-7702,hsa-mir-6721,hsa-mir-136,hsa-mir-6514,hsa-mir-4793,hsa-mir-548al,hsa-mir-410,hsa-mir-148b,hsa-mir-6501,hsa-mir-1908,hsa-mir-522,hsa-mir-103a-1,hsa-mir-431,hsa-mir-1292,hsa-mir-92b
TCGA-OU-A5PI,-2.282155e-01,-1.790462e-01,2.068650e+00,-1.618452e-01,-3.458572e-01,-3.810087e-01,-3.396291e-01,-3.396291e-01,-5.082107e-01,-6.379576e-01,-1.805988e-01,-1.058244e-01,-1.770215e-01,-5.296123e-01,-3.168832e-01,-3.458572e-01,-2.355346e-01,-3.458572e-01,2.303683e-01,-1.782210e-01,-3.255521e-01,1.607740e+00,-4.421490e-01,-2.684710e-01,-3.611576e-01,-2.557107e-01,-3.542182e-01,-1.981015e-01,-3.458572e-01,-4.724905e-01,-3.458572e-01,2.417783e-02,-2.901884e-01,-8.185982e-01,-3.188964e-01,-3.611576e-01,-3.396291e-01,-3.988150e-01,-3.611576e-01,-1.336098e-01,-3.458572e-01,-5.524953e-01,1.981026e+00,-3.611576e-01,1.431042e+00,-3.642461e-01,-6.924750e-01,-5.927490e-01,-5.735511e-01,-5.145857e-01,-3.226142e-01,-3.335899e-01,5.830821e+00,-4.229539e-01,2.054454e+00,5.289544e-01,-1.445108e-01,-6.249000e-02,5.830821e+00,-4.904658e-01,-5.106622e-01,-4.956816e-01,-3.101128e-01,-6.261299e-01,-3.396291e-01,3.378034e-02,-4.588086e-01,-1.978240e-01,-5.119921e-01,-6.170920e-01,-3.611576e-01,-3.302908e-01,-3.323500e-01,-5.041008e-01,-4.189252e-01,-4.531671e-01,9.316785e-02,-2.546850e-01,-5.935129e-01,-6.094494e-01,-2.528842e-01,2.236068e+00,-2.739312e-01,-4.824506e-01,-5.901267e-01,-4.068173e-01,-3.638047e-01,-5.257626e-01,-3.276655e-01,9.152575e-01,-4.574957e-01,-2.884903e-01,-1.753038e-01,-3.611576e-01,-3.920062e-01,-5.011377e-01,-7.518094e-01,-2.025079e-01,4.079216e+00,-4.921124e-01,-4.630720e-01,-5.613371e-01,-3.139929e-01,2.447846e+00,-3.396291e-01,-3.151934e-01,-4.246977e-01,1.910938e+00,2.494012e+00,-5.085126e-01,3.666190e-01,2.933679e+00,-4.075696e-01,1.898659e+00,-2.000000e-01,-3.051322e-01,-4.618802e-01,1.307110e-01,-1.777244e-01,-1.077444e+00,1.094886e+00,5.881176e-01,-4.421490e-01,-2.981698e-01,1.851710e+00,-5.251221e-01,6.641995e-01,1.156418e+00,-8.346209e-01,-2.461069e-01,-5.527315e-01,-7.027296e-01,-5.780627e-01,-3.948770e-01,-5.165142e-01,-4.302676e-01,-5.924736e-01,-8.461844e-01,-9.199399e-01,-2.758016e-01,-8.227633e-01,-2.324953e-01,-3.221391e-01,-4.411288e-01,-6.442971e-01,-1.968271e-01,-6.613434e-01,2.684873e-01,1.143001e+00,-5.002896e-01,-1.099268e+00,-5.177746e-01,-4.191368e-01,-5.745538e-01,-9.152908e-01,0.000000e+00,-3.139929e-01,1.098885e+00,2.013906e-01,-5.848977e-01,1.437861e-01,-5.745869e-01,-4.643252e-01,-5.961965e-01,5.428298e-01,-4.108907e-01,-4.253683e-01,-4.758310e-01,1.134509e-01,-5.433795e-01,-3.139929e-01,1.158524e+00,-1.078240e+00,-4.485566e-01,-2.502497e-01,5.709518e-01,-2.861248e-01,-7.806754e-01,-2.989740e-01,-2.739312e-01,-1.353372e-01,-5.461471e-01,-5.676340e-01,-1.145887e+00,-2.989740e-01,-5.376761e-01,4.028047e-01,1.087115e+00,-2.494012e-01,-2.839591e-01,-5.980263e-01,1.986037e+00,-2.324953e-01,-4.563569e-01,2.998892e-01,-2.324953e-01,-5.435573e-01,-7.531894e-01,-2.573493e-01,-5.080005e-01,-3.821877e-01,8.716838e-01,-9.632626e-01,-9.231154e-01,-6.243787e-01,1.703776e-01,-1.039370e+00,-4.780322e-01,-8.693760e-01,1.143001e+00,-7.259272e-01,-4.574957e-01,-7.915213e-01,3.455285e-01,3.270885e-01,-7.658054e-01,-6.243787e-01,3.394410e+00,-6.053342e-01,-1.238929e-01,1.298249e+00,-1.477727e-01,-5.259126e-01,1.050329e+00,-2.236332e-01,-3.175003e-01,-1.004121e+00,6.447463e-01,1.255829e+00,-2.249081e-01,3.337083e+00,-2.054448e-01,-3.228732e-01,-6.234345e-01,5.585253e-01,-3.834825e-01,5.884831e-01,-2.658525e-01,-1.405403e-02,-2.719189e-01,1.854160e+00,-4.453802e-01,-5.637748e-01,4.389034e-02,-2.107783e-01,-9.220085e-01,6.801782e-01,-3.611576e-01,7.692236e-01,-3.815030e-01,1.852665e-01,-2.951407e-01,1.083728e+00,-4.658622e-01,-3.323500e-01,-5.781554e-01,-3.918236e-01,1.605124e+00,-2.902516e-01,-3.058596e-01,-2.324953e-01,1.780084e+00,-4.028047e-01,-6.198201e-01,-3.506746e-01,-2.213963e-01,-7.224870e-01,1.824585e-01,-2.841507e-01,-2.474358e-01,3.022860e-01,-4.095684e-01,-2.534260e-02,5.297777e-01,-1.882817e-01,-2.085898e-01,1.241843e+00,1.540103e-01,-1.238879e-01,3.631920e+00,-2.324953e-01,-2.671124e-01,-7.298526e-01,-4.575107e-01,-9.107009e-01,-3.934050e-01,-5.683447e-01,2.002263e+00,-7.782535e-01,-4.783972e-01,1.753163e+00,-5.777227e-01,-2.435431e-01,-2.739312e-01,4.706729e-02,-8.061914e-01,2.969230e+00,-3.735089e-01,-4.433339e-01,-3.139929e-01,-4.922276e-01,-1.467209e-01,1.314712e+00,-2.176115e-01,9.607705e-01,-7.788685e-01,-3.339950e-01,-5.596445e-01,-2.351298e-01,-3.323500e-01,-5.504406e-01,8.539837e-01,2.996324e-01,-2.682611e-01,-7.384808e-02,-7.557629e-01,-1.154644e+00,-3.139929e-01,-2.254747e-01,-2.989740e-01,-3.601760e-01,-6.753155e-02,-7.881204e-01,-3.980149e-01,6.535057e-01,-2.474358e-01,7.156030e-01,-1.918187e-01,-3.282732e-01,-3.420488e-01,4.829833e-01,-4.368520e-01,-3.536390e-01,6.858716e-01,-2.461069e-01,-4.795384e-01,3.994429e-02,-1.445131e-01,-7.110893e-01,1.083178e+00,-5.140182e-01,2.258959e+00,-2.893208e-01,-5.727446e-01,4.730208e-03,-2.764452e-01,-4.872193e-01,8.138470e-01,-8.073907e-01,3.007612e-02,1.662595e-01,-1.978713e-01,1.591861e+00,-2.253380e-01,1.082112e+00,-2.474358e-01,-3.589360e-01,-4.867800e-01,-3.695637e-01,-1.646909e-01,2.242370e+00,1.857971e+00,-4.904658e-01,-2.283498e-02,5.485785e-01,-2.474358e-01,-7.395304e-01,-5.661864e-01,-2.886751e-01,-5.998430e-01,-2.500675e-01,4.551053e-03,1.365680e+00,-2.474358e-01,-4.364466e-01,2.560949e-01,-8.281104e-01,2.385014e-03,-2.989740e-01,-1.078720e-01,-8.845789e-01,1.293426e-02,1.688796e-01,-5.398328e-01,-2.989740e-01,-3.249221e-01,-5.172414e-01,-3.115381e-02,-3.276392e-02,-3.980149e-01,5.959472e-01,-5.533716e-01,-1.635262e-01,-4.820853e-01,1.153684e+00,2.616023e+00,7.616924e-01,2.698448e+00,-1.796386e-01,4.351042e-01,-8.150815e-02,-1.166909e+00,-7.627395e-01,-2.697120e-01,-1.523642e-01,-1.040528e+00,3.095159e-01,1.174286e-01,-2.660827e-01,4.922075e-02,-1.949960e-01,-6.129720e-01,-5.795824e-01,-5.771534e-01,2.230288e+00,-2.474358e-01,-2.461069e-01,-7.127561e-02,-4.951979e-01,-1.566151e-01,-3.139929e-01,-2.042121e-01,-9.187960e-01,-8.734744e-01,8.703070e-01,-4.358197e-01,-3.834825e-01,3.904136e+00,-4.269819e-01,-5.390162e-01,-5.603754e-01,-5.833131e-01,-4.789569e-01,4.524141e-01,-8.318910e-01,-5.839169e-01,-3.056382e-01,-2.483999e-01,1.626011e+00,-1.069994e-01,-2.324953e-01,-5.441255e-01,-9.495464e-01,1.608696e+00,8.266444e-01,-1.408868e-01,-1.463089e-01,-2.077492e-01,-5.789953e-01,-7.253185e-01,7.411988e-01,3.738172e-02,-7.399652e-01,-4.933950e-01,-3.890891e-01,4.403321e-02,4.918772e-01,-2.841979e-01,8.649092e-01,-2.841979e-01,-6.732770e-01,8.273494e-01,5.767123e-01,-5.822230e-01,2.222888e-01,-7.111237e-01,-5.916723e-01,-2.154779e-01,4.802525e-01,-3.834825e-01,-1.075843e-01,7.817308e-01,-7.816636e-02,2.215404e-01,-1.878347e-01,4.729426e-01,-1.887182e-01,2.367785e-01,2.397014e-01,-1.737489e-01,-2.324953e-01,-1.011458e-01,-4.588086e-01,-3.381824e-01,-2.274808e-01,-3.935607e-01,3.391817e-01,2.766554e-01,-4.069736e-01,-2.989740e-01,-3.139929e-01,-4.474431e-01,-9.908921e-01,-5.674803e-01,4.842175e-01,-2.837777e-01,1.323716e+00,-4.978001e-01,1.546875e-01,7.741893e-01
TCGA-OR-A5J1,-2.282155e-01,-3.203985e-02,-3.396291e-01,1.040433e+00,-3.458572e-01,-3.810087e-01,-3.396291e-01,-3.396291e-01,-5.082107e-01,-6.379576e-01,-1.805988e-01,-2.676735e-01,-1.770215e-01,-5.296123e-01,-3.168832e-01,-3.458572e-01,-2.355346e-01,-3.458572e-01,-4.883807e-01,5.651606e-01,-3.255521e-01,1.607740e+00,-4.421490e-01,-3.214855e-01,2.768875e+00,-2.557107e-01,-3.542182e-01,-1.981015e-01,-3.458572e-01,2.877896e+00,-3.458572e-01,-6.044457e-01,-2.901884e-01,-8.185982e-01,-3.188964e-01,-3.611576e-01,-3.396291e-01,-3.988150e-01,-3.611576e-01,-1.336098e-01,2.351829e+00,-5.524953e-01,3.290518e+00,4.333891e+00,-3.988150e-01,-3.642461e-01,1.648750e-01,5.927490e-01,-2.396930e-01,-5.145857e-01,-3.226142e-01,-3.335899e-01,-2.739312e-01,3.049720e+00,-4.108907e-01,-6.171135e-01,6.361501e-01,-3.363226e-01,-2.739312e-01,-4.904658e-01,-5.106622e-01,-4.956816e-01,-3.101128e-01,-8.765818e-01,-3.396291e-01,-2.057530e-01,-4.588086e-01,-2.693507e-01,-5.119921e-01,-6.170920e-01,1.986367e+00,-3.302908e-01,-3.323500e-01,1.680336e+00,-4.189252e-01,-4.100609e-01,-9.449882e-01,-2.866230e-01,4.830919e-01,-6.094494e-01,-2.528842e-01,-4.472136e-01,-2.739312e-01,-4.824506e-01,-5.901267e-01,-4.068173e-01,-4.073943e-01,-5.257626e-01,-3.276655e-01,2.288144e-02,-4.574957e-01,-6.346786e-01,-8.589884e-01,-3.611576e-01,-3.920062e-01,-5.011377e-01,-7.518094e-01,-2.025079e-01,-5.099020e-01,3.163580e+00,9.036161e-01,9.484661e-01,-3.139929e-01,2.447846e+00,-3.396291e-01,-3.151934e-01,-4.246977e-01,-3.821877e-01,2.494012e-01,2.664606e+00,3.666190e-01,1.086548e-01,-4.075696e-01,-4.520616e-01,-2.000000e-01,-3.051322e-01,-4.618802e-01,-2.771074e-01,-3.217920e-01,-5.888356e-01,1.094886e+00,-5.041008e-01,-4.421490e-01,-2.981698e-01,5.957676e-01,2.117428e+00,6.023603e+00,-3.724059e-01,-8.346209e-01,-2.461069e-01,6.124863e-01,-7.027296e-01,-6.813131e-01,-3.948770e-01,2.436388e-01,-2.314473e-01,3.907804e-01,-3.007261e-01,8.628008e-01,-2.758016e-01,-1.175376e-01,-2.324953e-01,8.199904e-01,-4.411288e-01,1.787405e+00,-1.968271e-01,7.821189e-01,-5.071427e-01,-5.080005e-01,1.125652e+00,1.316025e+00,-5.177746e-01,8.382736e-01,-8.923921e-01,-9.152908e-01,7.211103e-01,-3.139929e-01,2.747211e-02,-8.230744e-01,-5.848977e-01,8.447433e-01,-5.745869e-01,1.942580e-01,-5.961965e-01,6.131743e-01,-4.108907e-01,8.034735e-01,-4.758310e-01,1.134509e-01,1.026383e+00,-3.139929e-01,-2.989740e-01,-1.274284e+00,-3.693996e-02,-4.036285e-02,1.493712e-01,-2.861248e-01,2.876173e-01,-2.989740e-01,-2.739312e-01,-9.522593e-02,4.005079e-01,-5.485021e-01,3.291378e+00,-2.989740e-01,2.305628e+00,-7.192942e-01,-5.435573e-01,4.988024e-01,-2.839591e-01,-5.980263e-01,1.527721e-01,-2.324953e-01,-4.563569e-01,1.310740e+00,-2.324953e-01,2.717787e+00,-7.531894e-01,-2.573493e-01,-5.080005e-01,-3.821877e-01,-3.117143e-01,8.692858e-01,1.110868e+00,-6.243787e-01,2.299271e+00,4.187391e-01,-4.780322e-01,-3.206956e-01,-5.080005e-01,-2.203707e-01,-4.574957e-01,1.583043e+00,-7.658621e-01,-5.840866e-01,-7.658054e-01,1.938860e+00,-8.361022e-01,3.366276e+00,-2.033486e-01,-3.284727e-01,1.328258e+00,-5.259126e-01,1.050329e+00,-2.782956e-01,4.635505e+00,-1.004121e+00,-1.072569e-01,9.084719e-01,-2.249081e-01,-4.053883e-02,1.407156e-02,2.475361e+00,-6.234345e-01,-9.932097e-02,-3.834825e-01,-3.209875e-01,1.619284e+00,4.456155e-03,-5.985431e-01,-3.711235e-01,5.533325e-01,-2.562613e-01,8.740231e+00,-8.991228e-03,1.579441e+00,3.739372e-02,-3.611576e-01,-4.784846e-01,-3.815030e-01,-4.565960e-01,-2.951407e-01,-2.268267e-01,-6.526175e-01,-3.323500e-01,-6.200480e-01,-2.767776e-02,8.201732e-01,-2.902516e-01,-5.227703e-02,-2.324953e-01,2.177823e-02,-4.028047e-01,-3.027974e-01,2.695662e-01,7.190390e-01,1.999441e+00,-6.547039e-01,1.809093e+00,-2.474358e-01,-5.571575e-01,3.991996e-01,-5.072031e-01,-9.699878e-02,-3.494004e-01,-2.085898e-01,-6.031808e-01,-6.468432e-01,-4.236962e-02,-3.026600e-01,-2.324953e-01,-2.671124e-01,-7.298526e-01,5.920726e-01,9.163464e-01,7.718706e-01,-1.916770e-01,-4.687787e-01,-7.782535e-01,1.820449e-01,1.084431e-01,-5.596916e-01,-4.500253e-01,-2.739312e-01,7.813171e-01,3.268344e-01,-2.474358e-01,-8.541409e-01,2.721153e-01,-3.139929e-01,-1.512192e-01,-2.451822e-01,7.917884e-01,-5.866049e-01,-1.024398e+00,6.177233e-01,1.171144e+00,2.139400e-01,-2.647352e-01,-3.323500e-01,1.383460e-01,8.539837e-01,-7.434278e-01,-2.682611e-01,9.595228e-01,-7.557629e-01,7.087123e-01,3.184785e+00,-2.254747e-01,-2.989740e-01,-3.140332e-01,9.846270e-01,-6.101945e-01,-3.980149e-01,6.535057e-01,-2.474358e-01,-6.145886e-01,-2.009647e-01,4.061516e-01,-3.420488e-01,1.509233e+00,-4.368520e-01,1.414556e+00,-2.259847e-01,-2.461069e-01,-1.348011e-01,1.232539e+00,-4.058318e-01,-1.725945e-01,-2.943418e-01,-5.140182e-01,-2.946468e-01,-2.893208e-01,-5.727446e-01,-3.642260e-01,-2.764452e-01,2.882750e-01,5.895358e-01,4.274421e-01,-8.174445e-01,6.849892e-01,-2.327109e-01,1.043207e+00,-2.253380e-01,2.811192e+00,-2.474358e-01,-5.094576e-01,-1.686541e-01,-2.411311e-01,-1.030799e-01,-4.691254e-01,-4.930211e-01,-4.904658e-01,-8.772510e-02,-8.937516e-01,-2.474358e-01,-2.401073e-01,-1.628755e-01,-2.886751e-01,-5.453688e-01,2.239410e-03,-1.237886e+00,-4.296521e-01,-2.474358e-01,-4.364466e-01,9.697756e-01,6.125462e-01,1.642562e-01,2.616023e+00,-4.584559e-01,7.200061e-01,-1.206434e-02,-4.917331e-03,3.984838e-01,-2.989740e-01,8.559288e-01,-5.172414e-01,-8.411528e-01,-4.659437e-01,-3.980149e-01,-2.462392e-01,-5.533716e-01,-5.272155e-02,-1.838939e-02,-4.550596e-02,-2.989740e-01,3.599447e-01,-5.281232e-01,8.610464e-01,8.261894e-01,7.026404e-01,-9.728385e-01,-4.621362e-01,-2.697120e-01,-2.042896e-01,-2.067669e-01,1.652076e+00,-5.319701e-01,-3.466114e-01,-6.706327e-01,3.779549e-01,-6.618260e-01,-5.494503e-01,-1.524556e-01,8.848708e-01,2.969230e+00,-2.461069e-01,9.707264e-01,2.592660e+00,-6.264606e-01,-3.139929e-01,5.198125e-01,1.670538e-01,3.541112e-01,1.077235e+00,-1.027759e+00,2.607681e+00,1.021841e-01,-4.873710e-01,-5.004798e-01,-5.927181e-01,1.124133e+00,9.308031e-01,-4.897159e-01,-1.569170e-01,-6.241412e-01,4.054716e-03,-2.483999e-01,6.695341e-01,2.663134e-01,-2.324953e-01,4.003209e+00,-8.047003e-03,1.608696e+00,-9.868067e-01,3.287212e+00,1.636131e+00,-6.914637e-01,-5.200375e-01,5.604734e-01,-5.727446e-01,1.381533e+00,-7.399652e-01,-4.933950e-01,-3.890891e-01,-8.146145e-01,-5.100100e-02,-2.841979e-01,-6.683390e-01,-2.841979e-01,4.408878e+00,-3.677108e-01,-3.909791e-01,-5.267054e-01,-9.671519e-01,1.123444e-01,2.173540e+00,-7.950393e-01,-3.850137e-01,-3.834825e-01,9.803170e-02,3.146271e-01,1.954159e+00,1.075508e+00,1.359466e-01,-6.030018e-01,-1.887182e-01,-2.029530e-01,-5.041494e-01,-1.737489e-01,-2.324953e-01,-3.575805e-01,-4.588086e-01,-2.926803e-01,-2.274808e-01,-2.150855e-01,-6.783635e-01,-8.199727e-02,4.830434e-01,-2.989740e-01,-3.139929e-01,1.155512e-02,-6.775638e-01,2.090717e-01,4.842175e-01,6.785988e-01,7.887698e-01,6.810632e-01,2.165625e+00,2.017050e+00
