hsa-mir-3944
hsa-mir-6812
hsa-mir-1913
hsa-mir-1250
hsa-mir-7851
hsa-mir-4420
hsa-mir-3199-1
hsa-mir-4433b
hsa-mir-4769
hsa-mir-3116-2
hsa-mir-4498
hsa-mir-6732
hsa-mir-765
hsa-mir-4494
hsa-mir-6794
hsa-mir-2467
hsa-mir-3651
hsa-mir-3606
hsa-mir-6764
hsa-mir-6870
hsa-mir-6766
hsa-mir-206
hsa-mir-6802
hsa-mir-4536-2
hsa-mir-3158-2
hsa-mir-1245b
hsa-mir-6516
hsa-mir-6855
hsa-mir-4687
hsa-mir-5010
hsa-mir-888
hsa-mir-4771-2
hsa-mir-4679-1
hsa-mir-1228
hsa-mir-4725
hsa-mir-4747
hsa-mir-1283-1
hsa-mir-548t
hsa-mir-4453
hsa-mir-548n
hsa-mir-1912
hsa-mir-3133
hsa-mir-518b
hsa-mir-6727
hsa-mir-4448
hsa-mir-6762
hsa-mir-4802
hsa-mir-4707
hsa-mir-520g
hsa-mir-4673
hsa-mir-378d-2
hsa-mir-516b-1
hsa-mir-492
hsa-mir-6782
hsa-mir-211
hsa-mir-6776
hsa-mir-549a
hsa-mir-432
hsa-mir-6793
hsa-mir-6829
hsa-mir-6867
hsa-mir-520h
hsa-mir-6834
hsa-mir-3650
hsa-mir-4520-1
hsa-mir-4736
hsa-mir-133a-2
hsa-mir-4734
hsa-mir-4800
hsa-mir-7161
hsa-mir-3166
hsa-mir-3939
hsa-mir-6804
hsa-mir-3137
hsa-mir-4775
hsa-mir-5684
hsa-mir-4423
hsa-mir-518e
hsa-mir-5002
hsa-mir-597
hsa-mir-614
hsa-mir-4524a
hsa-mir-526b
hsa-mir-7845
hsa-mir-5089
hsa-mir-4517
hsa-mir-7114
hsa-mir-548b
hsa-mir-1322
hsa-mir-5581
hsa-mir-6084
hsa-mir-6734
hsa-mir-4473
hsa-mir-6833
hsa-mir-3202-2
hsa-mir-6861
hsa-mir-3688-1
hsa-mir-6852
hsa-mir-4419b
hsa-mir-4507
hsa-mir-519a-2
hsa-mir-1236
hsa-mir-548ai
hsa-mir-525
hsa-mir-1257
hsa-mir-548ao
hsa-mir-1276
hsa-mir-4496
hsa-mir-4732
hsa-mir-1323
hsa-mir-4796
hsa-mir-4636
hsa-mir-4443
hsa-mir-487a
hsa-mir-548x
hsa-mir-4669
hsa-mir-4437
hsa-mir-520e
hsa-mir-6814
hsa-mir-6780b
hsa-mir-490
hsa-mir-3146
hsa-mir-4649
hsa-mir-3182
hsa-mir-346
hsa-mir-6848
hsa-mir-6748
hsa-mir-6738
hsa-mir-641
hsa-mir-3929
hsa-mir-7113
hsa-mir-548az
hsa-mir-6819
hsa-mir-6885
hsa-mir-520a
hsa-mir-4716
hsa-mir-6873
hsa-mir-513a-1
